id,target
0.00524,61.84266
0.01996,54.61774
0.00171,47.31722
0.00448,32.64216
0.02281,52.60171
0.01813,57.91757
0.00416,60.73417
0.02282,58.13770
0.00332,68.80447
0.00483,18.76312
0.00538,69.78882
0.01962,45.33024
0.00936,60.15976
0.01131,52.33965
0.01027,47.02833
0.00733,55.52900
0.00600,51.73051
0.02075,37.04515
0.01922,52.89690
0.00580,68.69084
0.02112,28.88963
0.00878,63.07443
0.00487,52.80743
0.01469,50.55200
0.02219,54.08675
0.02198,54.33689
0.00314,72.64291
0.01658,42.55723
0.00891,64.53430
0.01705,49.42413
0.02305,51.82053
0.02301,50.22016
0.00887,64.15213
0.01454,68.74813
0.00641,43.56880
0.00444,51.35162
0.00165,129.52983
0.02181,32.17550
0.01887,186.85856
0.01722,46.28274
0.00272,170.14471
0.00342,22.20817
0.00722,34.50101
0.00820,4.55249
0.02207,27.29242
0.00798,41.88348
0.01314,44.86158
0.01451,34.93844
0.00209,83.70676
0.00109,33.33708
0.00102,28.99749
0.01199,38.02066
0.01131,44.10810
0.02087,38.72744
0.01730,72.48126
0.00909,37.30151
0.00508,14.45140
0.00527,62.71825
0.00406,50.52420
0.02224,25.29020
0.01745,54.35009
0.00938,19.80555
0.02213,32.09603
0.01915,29.98990
0.01636,31.12628
0.01156,41.96856
0.01344,39.68660
0.01276,58.02069
0.00222,62.34660
0.00840,30.22178
0.01875,59.77741
0.02312,31.00708
0.01357,28.28380
0.01997,23.02699
0.00164,29.25416
0.00901,50.65569
0.02264,39.66362
0.00392,58.34417
0.00679,47.01015
0.01664,44.35691
0.01678,53.19172
0.01098,41.78054
0.00108,31.44174
0.00276,51.64765
0.01397,37.61237
0.00147,75.83782
0.00242,46.67551
0.01589,42.85242
0.02010,28.45746
0.01575,32.70956
0.01713,60.83907
0.02194,25.18145
0.01629,46.90807
0.00743,15.88510
0.01337,41.37252
0.02079,97.04563
0.00671,25.03961
0.00008,45.94641
0.02021,41.34156
0.00434,75.26024
0.01527,33.15880
0.01854,24.22639
0.00747,70.47298
0.00848,58.23173
0.00338,56.72796
0.00689,38.38674
0.00999,33.16379
0.01103,45.98726
0.00373,46.31967
0.01322,52.55093
0.01667,85.36529
0.00153,30.74592
0.00977,66.87493
0.01697,25.09364
0.01559,49.58288
0.00564,67.50347
0.00785,52.78335
0.01261,55.20925
0.02152,55.33680
0.00817,158.54327
0.00355,38.01959
0.01542,71.93282
0.02206,137.28113
0.02091,56.07179
0.00609,51.71460
0.00817,57.82026
0.01893,155.29004
0.00698,127.59826
0.00346,30.19790
0.01006,44.43420
0.01299,63.81263
0.00756,77.89236
0.01590,79.84267
0.01576,64.63266
0.00279,60.82576
0.00154,59.25572
0.00506,43.79372
0.01635,65.89404
0.01473,22.67691
0.02014,44.10476
0.00372,108.87202
0.01632,53.53455
0.01667,80.11439
0.00758,34.53007
0.01561,203.37779
0.01446,52.71715
0.00713,20.82595
0.00783,74.80179
0.00739,198.58427
0.00346,60.48108
0.01635,82.86463
0.00575,164.20959
0.00232,65.88735
0.02168,44.68822
0.00798,54.60388
0.02066,35.59658
0.02031,44.70132
0.01425,78.12075
0.01422,55.28943
0.00985,77.51545
0.01987,52.82807
0.02020,24.09322
0.01185,35.00564
0.01530,48.38242
0.01340,44.67855
0.00210,56.47978
0.01677,37.83940
0.00726,53.40498
0.00656,57.18351
0.01468,96.32753
0.00340,52.45731
0.01564,62.34161
0.01066,53.83484
0.02109,174.04329
0.01652,47.31167
0.01199,64.42986
0.01021,58.98389
0.02062,58.96341
0.01775,94.14129
0.02165,37.45346
0.01825,54.80131
0.01351,78.47245
0.01717,68.30286
0.00856,84.52904
0.01439,23.96170
0.00324,80.95685
0.01013,31.43699
0.00208,100.05075
0.00287,67.71453
0.01472,71.14634
0.00604,74.15311
0.01909,158.72898
0.00689,84.52359
0.01311,3.24714
0.00951,54.06371
0.02008,18.31506
0.00880,203.87669
0.00511,56.67773
0.01989,62.89600
0.00188,41.73939
0.01522,56.64850
0.02195,62.99107
0.00946,34.19029
0.00343,62.82353
0.01685,170.31405
0.00535,64.15318
0.00339,46.18727
0.02195,148.77946
0.00620,122.95760
0.02166,44.08335
0.02059,51.20966
0.02239,57.73048
0.01108,51.28214
0.02061,28.69528
0.01874,54.63574
0.02263,22.22593
0.02249,34.72407
0.01388,50.19212
0.00850,16.70331
0.00545,26.62858
0.00892,21.22710
0.02219,6.08354
0.00637,54.07930
0.01984,69.32874
0.01248,141.50511
0.00769,50.43096
0.01243,53.52917
0.00382,39.81271
0.00396,23.65753
0.00328,11.27251
0.01146,55.51789
0.00468,43.56653
0.01503,42.79749
0.01991,16.55199
0.01954,41.51736
0.00945,170.77591
0.01503,75.34157
0.01422,163.28381
0.01412,59.29182
0.01662,34.28044
0.00664,42.66932
0.02199,32.15513
0.00097,83.83265
0.00274,133.68114
0.01181,28.59292
0.00734,63.05017
0.01619,79.52135
0.01818,54.21337
0.00542,111.95484
0.00178,67.99623
0.01524,55.66726
0.01127,118.50279
0.00504,44.73551
0.01532,118.27929
0.00783,75.07264
0.00886,72.53843
0.01323,103.29261
0.00033,67.42014
0.00484,77.64893
0.00578,45.80195
0.02244,56.18975
0.00106,102.97735
0.01388,48.87056
0.02316,50.17215
0.00873,79.33259
0.01837,78.76104
0.02198,78.09482
0.01900,29.57182
0.01786,67.74795
0.01222,51.62225
0.00931,67.19337
0.00013,65.02580
0.01876,78.22515
0.01872,99.92598
0.00638,112.83009
0.00505,57.67200
0.00849,74.53008
0.01951,52.34829
0.00377,93.28184
0.00980,58.41293
0.02073,68.51747
0.01318,47.73862
0.00202,91.43884
0.00867,61.54989
0.00429,58.91735
0.01544,107.50113
0.00182,64.17142
0.00377,162.55546
0.00055,113.27819
0.01756,51.26487
0.00093,83.17562
0.00557,21.98799
0.00986,40.95540
0.00609,82.59818
0.01783,29.66968
0.00162,45.54588
0.01043,25.16032
0.01254,54.77593
0.00818,25.31268
0.01571,29.40829
0.02266,58.86523
0.02032,50.76903
0.00152,211.24390
0.02099,222.11482
0.00295,57.06715
0.01349,55.58756
0.00449,11.05938
0.00872,9.36682
0.00040,142.14951
0.00610,68.83088
0.01085,60.73549
0.01754,28.78334
0.00359,52.34680
0.00878,31.65616
0.01956,48.97814
0.00724,69.53903
0.01196,23.73936
0.00738,72.80190
0.00638,66.77682
0.01206,49.73167
0.01669,54.31044
0.00875,35.54171
0.02001,42.66662
0.01342,111.94926
0.02111,28.12870
0.00423,57.37173
0.00489,144.24524
0.02163,75.08628
0.01614,67.95210
0.01134,55.11388
0.01859,48.08294
0.01820,70.07761
0.01009,12.83851
0.01667,75.20406
0.02012,108.75630
0.01687,63.21100
0.01818,58.37406
0.02212,62.73301
0.00869,49.16782
0.01111,71.32889
0.00536,40.92779
0.01318,42.47705
0.02067,96.30674
0.02075,26.97271
0.00060,47.31195
0.00614,40.63143
0.00722,41.98666
0.00631,40.99206
0.02318,63.81478
0.01961,57.85235
0.02324,233.45708
0.01494,94.56939
0.01843,139.76975
0.01728,48.74302
0.01905,233.63910
0.01007,246.59217
0.00210,59.64452
0.01457,62.00834
0.02080,59.37262
0.00575,27.48617
0.00459,35.03162
0.01394,47.57819
0.00629,62.65273
0.01147,82.81862
0.00826,70.29309
0.00873,180.15769
0.01078,68.87890
0.00066,82.51915
0.00536,24.41800
0.00160,53.69099
0.00319,105.62228
0.00216,86.56112
0.01397,71.07701
0.01250,70.95806
0.01913,77.07732
0.00897,48.18466
0.02250,68.57216
0.01507,54.79306
0.00548,59.13629
0.02302,57.98721
0.01209,62.99879
0.00102,75.33089
0.01114,56.05244
0.00745,52.27180
0.01200,60.67303
0.01000,52.18771
0.01242,32.31985
0.01303,55.99004
0.00162,60.45644
0.02045,54.91313
0.02225,41.83045
0.00397,48.36801
0.00640,47.02329
0.01669,22.23285
0.00856,30.78549
0.00502,105.33931
0.01875,74.72831
0.00421,134.70365
0.01652,159.28647
0.01153,157.61622
0.02191,123.60520
0.00249,39.85903
0.00496,92.27704
0.01618,105.75552
0.01178,37.37729
0.00463,90.95563
0.00816,150.62343
0.00443,70.65649
0.00507,70.49716
0.01340,102.63848
0.01664,207.84039
0.01709,52.46219
0.00142,60.49267
0.00979,119.04058
0.01743,26.44971
0.00906,116.61060
0.01965,52.63742
0.01112,36.28069
0.01670,36.12252
0.02195,64.61939
0.02065,55.98826
0.00033,89.57970
0.00328,63.74167
0.00661,74.74789
0.00950,58.63371
0.00584,106.20685
0.00552,45.23762
0.01697,75.57296
0.00512,74.88312
0.01527,75.68330
0.00365,111.30716
0.00867,64.83254
0.01595,51.72602
0.01496,70.45954
0.00045,26.76920
0.00732,64.34812
0.00951,60.47605
0.01560,50.07965
0.00605,56.20966
0.02047,57.44178
0.01429,62.13825
0.00571,51.06376
0.01081,63.42778
0.01068,49.79107
0.01676,74.16097
0.02321,48.51599
0.00406,55.09806
0.00873,22.33298
0.01644,119.91768
0.01490,44.86976
0.00304,58.63903
0.01350,66.61343
0.02206,71.69068
0.01052,56.98123
0.00244,47.37259
0.00047,58.90039
0.01115,77.50803
0.00504,103.20499
0.00264,64.02032
0.01235,75.58066
0.00962,96.54062
0.00370,48.08036
0.00977,57.39856
0.00643,48.99756
0.02013,42.62187
0.01320,46.21682
0.02019,49.18179
0.00912,49.60463
0.02064,137.70364
0.01165,24.73194
0.01880,41.21817
0.01784,42.58794
0.00300,44.22657
0.00468,65.14707
0.01967,116.14577
0.00956,49.28727
0.00171,59.34625
0.00323,68.42395
0.02202,38.05789
0.00968,20.71175
0.02009,42.38454
0.00049,2.54163
0.00346,46.12636
0.00184,59.95971
0.00667,53.77687
0.00943,12.71635
0.01065,61.52857
0.00189,39.26955
0.00572,56.86854
0.02054,72.68919
0.01831,41.56163
0.00842,73.07064
0.01712,48.30665
0.01715,46.11521
0.00057,88.00397
0.01050,41.06599
0.02005,59.78727
0.00559,37.12060
0.01858,63.77320
0.01022,53.84884
0.01780,52.77837
0.00826,34.91744
0.00769,49.27938
0.02008,48.08467
0.00156,73.91267
0.01301,59.75334
0.00367,42.14431
0.00538,34.09950
0.00150,27.65288
0.00786,10.47764
0.01812,32.95205
0.01029,29.93096
0.01330,17.37210
0.01315,28.67190
0.01955,8.26465
0.01244,29.21590
0.02146,43.80934
0.00097,35.73426
0.02226,23.02340
0.01248,17.46006
0.01618,59.39098
0.00711,2.73947
0.02051,60.87088
0.00188,58.72520
0.00134,108.79530
0.01210,74.86044
0.01925,85.06902
0.01664,14.22885
0.01625,39.18205
0.00152,53.17220
0.00006,58.32209
0.00635,62.49589
0.00660,48.77019
0.00839,42.44617
0.01147,53.40480
0.00716,33.15276
0.01517,42.65076
0.00336,65.28653
0.01988,57.60840
0.01016,54.42498
0.01690,64.70218
0.00683,46.00285
0.00105,40.39559
0.00132,53.15896
0.01094,58.62603
0.01842,32.57771
0.00440,178.11982
0.01426,188.92129
0.00989,70.39424
0.00281,34.28420
0.01373,45.86553
0.00350,5.67619
0.00933,88.54556
0.00612,50.25378
0.00356,44.90400
0.00022,77.59228
0.00906,34.32818
0.00460,85.42834
0.01389,76.19174
0.01960,40.84091
0.01682,45.44687
0.01082,52.14355
0.01872,44.73796
0.01964,23.18094
0.01059,76.62466
0.01290,72.83541
0.01335,27.91814
0.00773,73.32784
0.01915,66.35824
0.00398,62.81214
0.02289,48.77396
0.00221,50.10142
0.02121,53.94928
0.00349,40.82705
0.02188,66.39368
0.01608,85.71784
0.00277,74.98300
0.01281,35.65709
0.01246,49.78637
0.00521,70.14462
0.01450,172.07895
0.00520,140.07105
0.00725,55.73838
0.01252,68.42055
0.01321,65.02555
0.00794,45.70476
0.01018,66.04858
0.02142,85.16732
0.02272,53.15418
0.01184,73.85583
0.01797,53.13624
0.01000,36.24355
0.00511,39.31845
0.00826,62.37348
0.01807,46.08183
0.02253,69.07054
0.02060,37.01186
0.00030,27.92860
0.01621,114.95829
