id,target
2049591324.93220,41.75710
361490680.28942,53.26577
-134239376.80593,46.46409
-1625091896.66703,57.78419
555817754.39647,52.36542
951084801.97488,52.96821
-1104969322.86051,33.60124
-551982999.04973,38.23972
585290444.60561,62.83455
1427497893.05236,40.16815
2014541675.37703,56.81447
-118147919.58056,26.52770
-322706673.08502,54.83810
-229913045.88010,89.89602
882186203.45196,37.15986
1636049261.52126,56.70259
-1177131480.43581,36.96039
-1692474779.59512,63.70605
2127904947.98528,42.68837
-1292656827.37573,38.12396
-234688272.33292,56.12811
-713270018.22813,52.65315
-1825390598.38053,36.29487
1380029101.93873,54.71527
-507547986.76025,54.70048
1313148637.98883,40.11018
-714806435.57229,49.14791
-1906290868.56593,85.47016
-1005893417.70913,78.38716
1005798240.68630,44.79658
1327133280.62328,52.09414
2014824731.89020,46.95308
1582481.11347,55.20382
-1955336886.47768,46.34296
1154190017.36369,53.51531
-2024796440.38011,57.13865
-1863238062.22998,43.90475
709133670.54786,113.79831
-1906261762.63031,48.20263
-1661171749.81438,57.33072
2106237369.99810,76.30254
967930276.81037,52.03283
831714668.37336,51.08319
414635086.27762,52.03337
-607316680.34260,109.16822
253948282.98512,81.26930
493512224.62787,42.01787
-1196839799.62081,54.14677
1004918303.53723,52.51742
-367092422.00378,60.03941
908202952.46010,64.55738
-1929414952.60127,60.22201
1011345679.16013,70.84082
-880314214.90794,53.18400
1246154795.56456,53.23454
1380662163.05564,51.08805
-1370375362.30884,42.05928
1728281797.84511,65.22908
-1138013597.48594,97.62393
1472810863.18847,77.94018
-1806069249.21541,91.91232
215987892.87409,52.07006
1965224934.09727,157.81818
980236457.55521,44.43779
1866211326.95077,23.11960
1372772295.95616,119.39924
197245289.69095,65.15023
-238411173.20673,85.77999
1199786011.15995,92.12846
399918470.80108,121.18232
-1493610893.28369,61.93135
-553797664.59329,52.48948
568693488.74903,55.92086
-945304022.88546,65.29262
1655347342.69789,55.68877
1872303521.53155,95.25873
-1957749481.02033,42.73277
895224740.67465,53.27988
1012729422.84922,52.57278
29186265.09401,27.87430
-1735047158.40496,51.98370
53346327.83890,51.37674
-2120202556.41817,52.56231
-1878420484.23894,52.01606
-373019930.21209,39.51848
-1700449813.97014,59.59305
-165291939.65246,42.92384
-1529508031.02320,103.55784
-396274568.16664,53.98704
248760904.36366,33.40647
1728131292.06632,64.04300
-209276941.28255,90.06600
-1447281244.19985,50.29582
1745233199.17494,76.17735
1862944950.06254,62.73326
-1624431952.10989,58.92332
-443000886.54347,79.02398
109147026.41079,41.85806
2090857714.08863,59.77558
-1003895470.88243,63.23312
730791721.98695,87.03057
1873520684.28607,103.46964
540403874.22740,44.71512
288882985.85399,79.89415
-2065151199.45640,52.80925
-1088139870.13126,46.73250
826278604.96129,77.18042
220825803.90608,77.46858
-908972009.95729,67.55037
863149641.48607,141.12847
-1982383641.67776,107.12837
-1162282352.20719,26.22731
-1058774974.44893,81.75469
1890657594.72925,59.16247
-1617527422.35829,102.50136
1379582762.68861,78.13338
514871860.89402,87.43644
-255724107.09524,46.34846
-760740808.19747,108.43661
117462702.63702,67.38897
1978797731.31242,62.28070
1776303449.51958,55.46883
1440877159.16528,95.12522
1394207734.85156,71.60048
-1112572637.36446,65.35695
1253162373.69993,87.28212
627403916.89075,72.45660
-1979524588.49791,46.67329
86777876.04241,82.97017
-1925369009.14763,54.27548
1560468523.49994,55.07356
1352856528.38330,50.20468
2049322283.45948,53.54881
-1985099072.32759,30.85408
2051518792.38090,50.14782
-1339900791.19166,44.03476
58199399.80886,39.90723
-698100639.04748,44.90237
-1170403211.67843,30.80155
1289635156.64920,33.15885
1387024628.10052,57.59871
754067964.61623,72.22260
-1598107755.41967,151.65527
-445421851.61428,50.00328
1965389670.39351,53.13560
-1754274906.60406,48.10036
-110857124.77600,37.12576
1960277394.47864,43.53574
-1281837914.50061,92.72889
-1917235570.78172,51.67624
-1076671157.76302,49.07980
-1385014575.89497,38.77365
-1545877263.15476,38.61533
-1705675394.73046,112.37371
-247278482.39009,63.80231
1297615105.27102,97.19778
1390104877.83898,42.89479
1861790963.88404,54.36593
-1912071420.94866,34.43889
1311859254.92864,29.73127
645174313.98656,82.00064
1537564536.76491,140.70216
1119043657.50073,50.25161
-843518657.62400,67.00501
-996063482.87059,83.59693
-886085759.93535,47.70707
-1632250353.12212,113.88417
-1470306949.77792,59.35988
25671945.31377,56.96344
-456617830.30736,112.90188
-445976209.69353,58.09304
232999028.03971,100.22493
-1503935153.22782,67.43945
742208326.96680,70.29891
1746155366.18919,74.86205
1904249841.26119,64.76895
-273674092.76888,80.89809
808040134.62498,58.65505
1052266453.98285,56.19182
1122795713.14425,92.45350
840759032.73242,54.18940
-1239660796.14351,55.59227
1956099479.57358,61.08406
-1845040541.50437,118.67530
-1175654597.46237,68.96037
786543947.99598,61.08647
971898853.70785,85.02675
-1827528520.01529,61.00283
1983648582.90735,56.74889
66369510.16149,96.73828
199270096.59293,103.65944
-1191046592.00873,84.83529
1101346067.73039,106.38552
1552164942.41123,70.58434
2001864079.91023,78.96355
-1831967826.01294,107.54585
-25974227.05593,135.64363
1965079522.92421,91.90513
1949327139.63836,76.08557
1439152654.22720,71.05711
372917155.39452,134.73827
-1186235226.34274,69.67436
165650654.04676,88.01140
1259526348.28324,67.96414
428496732.73815,58.43246
897222551.73098,75.57357
-1589621155.64068,94.74108
-1050464220.90165,65.77288
342509907.07884,113.88167
27711237.07927,39.62600
-1978765106.76026,28.07402
-1745887093.33091,69.34778
1854675314.76837,49.61988
-109906768.27168,45.95858
-1769908342.74671,38.10318
-449191417.49327,57.06689
1211783912.90310,44.31779
-269049204.48187,46.50634
222397948.10334,50.08596
-366235476.93830,52.45966
-817625831.66500,122.81266
855210740.17968,119.53096
-1386327838.24189,91.04243
552127654.30666,55.46850
-904427471.70014,35.18684
1382234914.72834,37.64677
286634240.54422,136.68240
814790949.67473,75.98964
280439426.82495,49.38743
69453251.46374,68.30703
935045031.82547,71.77293
671997207.15972,34.17002
2096418178.86371,55.92975
-1692456820.60965,54.89561
-195492087.17631,46.27285
-1432630879.23896,107.43936
237227433.65159,63.98455
1444508636.40242,43.81628
-2039648963.30500,75.82398
-1192174193.74573,68.06983
-406747079.67852,49.58252
-532139924.78317,99.41256
1890902683.31834,50.20750
-311361077.81005,56.62864
-1540899517.05472,144.52515
-1564828970.99052,79.47458
-1975718697.78410,53.56439
-250065043.42236,53.90337
-1663260257.76242,53.56337
41388961.09644,68.85365
1132077184.14857,46.44382
789483906.91392,54.21918
242848499.39588,109.96233
-1785707892.14708,58.92630
-276507722.73736,50.00057
-1975905645.10219,73.77718
-1924481473.59814,49.03086
1027103320.97904,59.90746
1152180622.50294,42.55680
-1419714296.11998,39.95617
-1122273723.78733,54.98093
1914805581.88461,45.58301
239139659.67702,46.98479
-1509885686.56715,42.65290
-1153318970.72418,41.89491
1303090017.70190,44.16548
-415529530.79169,46.17310
-461318724.92547,57.18138
-626699881.79613,157.59524
-652416157.12848,145.59119
833844429.18042,79.62598
-1015042068.95372,65.36101
888984517.09694,149.52045
-44832637.99527,167.19462
464883689.10173,77.79778
106239330.09274,53.94777
-1466476588.34313,68.13029
1249443351.09716,40.09293
364876312.83989,39.64747
-714858891.77450,75.72195
-653788269.33409,52.43688
-1286007609.46151,75.18224
-862188423.87594,46.46695
-742273816.48328,81.40985
1497775482.18879,70.45331
1653283334.95171,73.90445
931362670.57301,63.03774
-755492930.67828,56.94300
-1337187070.62404,102.93156
223548151.05284,83.27522
1655659725.11541,94.64919
-1167475147.08359,99.12591
1357096170.99121,70.91095
-1706830510.92224,40.35141
179983314.32093,66.41149
1100989136.06003,48.56235
2010234736.06076,56.48044
-207022097.56094,51.97728
-887534394.33498,72.08136
1134064360.98145,98.38040
1028371712.61868,59.00311
581563435.75988,54.15400
1602459204.61858,52.23367
-1352822381.05234,48.00528
633047556.47225,48.39069
2133941122.60139,71.69249
-1449935939.17804,77.71241
-1389941357.56196,55.12325
1134456143.74700,49.50411
-306361647.65402,54.85370
-174894885.15528,56.74776
1700060308.89675,34.00153
518494622.69769,54.82953
267800853.51029,107.70659
1557761214.70623,99.80088
-1576587802.77808,132.06226
-876160463.02447,168.71636
-676375326.29897,177.82906
-1854000596.03387,161.70530
692405722.10318,84.01608
1419655326.27228,91.14942
-1363496508.73971,94.76907
-668760481.66642,70.05409
-1275112595.69249,114.32345
-1111873532.21330,124.62532
-636422653.59028,107.08321
-610789728.44793,95.13986
181178009.92735,93.91811
532508019.32309,132.02979
-1782416291.10329,54.69312
-2132680908.54959,53.90335
1791019429.78411,98.43399
-1276753597.39449,41.17761
511475683.34372,84.39374
-1048096611.90341,37.85408
-782271062.18993,47.78220
-196142150.46665,48.17587
1722956478.28199,87.75725
-1083300725.92601,56.10074
-702966662.68164,100.36683
826423290.35836,53.57001
1976321691.08530,85.87590
748194967.16624,81.79502
-1719377094.79871,105.62599
-993000168.27535,72.14281
-2010021896.75992,121.23623
288977234.81306,71.03430
592366041.59968,99.63622
-1728751642.06917,170.96217
-55775870.27337,83.39993
1719382963.15039,49.36611
1723810215.59486,50.77701
1642097821.08335,42.89045
1144719804.83872,60.81055
1235234505.02009,67.56666
-1740638702.82976,78.00616
-1520470068.02326,45.51772
1433117283.04399,69.89859
-1560353248.57465,58.67877
-2115006022.82796,74.35929
1410446717.69387,59.55706
1391855675.68044,84.12104
-1352330987.67247,74.49772
389107859.68894,64.55917
-1493694413.36015,57.72975
-1722221684.67204,44.28313
-1219311337.41005,88.29855
1450431687.15829,46.75534
852499002.20751,60.86563
897860513.06725,52.77021
225719066.45870,99.31405
-31862178.85417,55.37325
2110317142.05570,49.79054
-469110083.51015,77.13345
1982007944.85811,70.05656
-1543503550.64114,110.25480
-1149721534.13974,50.77564
1123090266.22297,62.99897
2004558505.30341,71.07895
-454875873.97008,49.48420
1153928584.95235,72.01848
-1710676262.54775,62.80976
1926310136.00348,58.11491
1718102559.96502,47.44599
-535047309.80284,84.74019
548346323.44438,50.58354
-1522692793.63711,132.33929
333846086.40222,43.06221
-697276178.86252,44.17998
571593981.16856,42.31092
-1418118044.29000,26.34416
1669180858.46888,54.96602
-1190403292.97604,80.69570
-870150178.31297,38.68869
1241163894.74110,52.91952
882472197.15433,52.19586
1581420615.84824,46.24237
-643827712.35225,40.64266
1062313804.45820,54.90457
-779746508.10233,28.92197
1787663060.64922,51.91495
-1754829892.15254,59.02050
2101463065.30235,49.56310
-1785638340.69684,32.11629
1379461942.05026,67.67591
1372676225.22159,55.51205
1204480735.46463,68.77796
-1972463482.34264,71.64988
-1278511279.07831,48.34434
-16065820.91375,42.88485
-1852882639.92321,67.86739
2072573810.91391,67.88751
-589544765.38713,105.14553
595109980.20543,45.75766
1884973230.33310,53.43228
-1565846810.82822,38.90216
2014678786.27816,56.53327
-1789823486.64423,51.67412
1374683765.66748,52.57225
735922349.06738,46.38604
-388326073.02492,51.66762
620514148.24296,51.04612
1724586447.93904,65.13014
-485616641.39174,66.59146
1023829562.78113,54.70711
1735928505.92062,78.10975
-380087115.91184,46.77195
-2093939295.35446,32.92271
495887053.50518,50.87968
-89584374.54585,67.02897
977965663.71071,21.12622
354639951.98333,45.94128
-925579561.07601,39.78662
-807607037.23500,38.32853
-847915330.00419,44.58428
386086927.78435,35.78258
1654287286.10535,36.19054
-1309441532.77652,55.76530
599535154.90064,74.42473
-1858900584.00658,22.89633
-1807981640.01976,44.96858
-1713511343.24765,63.59353
1795059144.58894,59.80988
743823517.10931,73.51040
-1067978702.27972,96.21891
-902491213.53021,25.47680
-645733712.31632,60.18501
44219920.44236,45.27990
-1991968701.32646,59.39871
-1496268373.98554,46.97046
-1696855572.72098,49.67970
28097937.42114,50.67198
764204426.67696,102.22054
-1008459175.74711,28.51579
-1885901962.32023,32.95801
1964306306.07310,54.47245
2035712148.03686,60.41188
1274873316.78545,52.39316
538419475.22655,46.71810
742245597.41681,51.32859
-904738445.59569,34.11008
1341933114.74980,81.29828
-1772670222.07488,76.28777
1121578288.58646,50.67013
928488844.54098,81.17600
796402898.45810,150.95778
838336548.16327,68.67334
-226914782.60185,46.84078
-1349639662.83799,50.91385
567623392.42658,29.82378
-1960532447.36722,69.12727
-254229472.52440,45.18249
1858618625.92098,44.51744
-1331657206.06683,55.76345
1482428426.96946,32.45480
-1115790617.68128,88.39062
-1630747392.67563,58.95543
580459366.43786,46.62844
1768357924.53379,47.12419
503376107.24307,50.52997
-1906030683.95093,46.69409
856112662.15384,33.56434
-2132293080.81605,56.42808
1533442822.36320,87.18912
-1320159508.01464,45.47231
-713460898.66168,65.06492
-2081082018.84333,53.74381
-1104263421.82494,62.87759
476371049.80626,46.90299
-1907971416.60328,56.44108
-1256480447.43682,85.17397
265553496.54236,46.78217
-1177750397.84132,57.58890
-2068672958.76231,73.88181
1066983290.33330,68.71176
1453421428.58644,33.83979
1532256313.41175,62.90794
1419805547.95104,96.41824
-979241781.21747,152.19391
-1884502513.20631,90.33348
2072221220.09925,70.13034
2032727836.72433,69.53435
-1481485207.10787,56.07002
-1100546254.19203,51.86636
-1080153808.38206,68.92588
-390211286.45198,105.25899
-236539825.43693,58.93625
-1236465566.32043,66.12620
-1208391215.09311,47.72971
-689830926.65810,54.84307
1806364453.99090,50.81637
1842626230.73054,63.86712
1661515456.25282,49.26950
1602136116.96334,74.99183
170438302.48692,42.25339
1698660417.17845,53.23842
-105543017.59196,92.17080
