Type	Part Number	Brand	Model	Rank	Score	Samples	URL	Name	Codename	Cores	Socket	Process	Clock	Multi	Cache L1/L2/L3	TDP	Released	Price	
CPU		Intel	Core i7-2960XM	217	55.6	194	http://cpu.userbenchmark.com/SpeedTest/2390/IntelR-CoreTM-i7-2960XM-CPU---270GHz	Core i7-2960XM	Sandy Bridge	4  / 8	Intel Socket G2 (988B)	32 nm	2700&nbsp;MHz	27.0x	64K / 256K / 8192K	55W	Sep 2011		
CPU		Intel	Xeon W3550	218	55.4	1150	http://cpu.userbenchmark.com/SpeedTest/3628/IntelR-XeonR-CPU-----------W3550----307GHz	Xeon W3550	Bloomfield	4  / 8	Intel Socket 1366	45 nm	3066&nbsp;MHz	23.0x	64K / 256K / 8192K	130W	Aug 2009	11290	
CPU		Intel	Core i7-4702MQ	219	55.4	5700	http://cpu.userbenchmark.com/SpeedTest/2674/IntelR-CoreTM-i7-4702MQ-CPU---220GHz	Core i7-4702MQ	Haswell	4  / 8	Intel Socket G3	22 nm	2200&nbsp;MHz	22.0x	64K / 256K / 8192K	37W	May 2013	7800	
CPU		Intel	Core i5-2500S	220	55.2	396	http://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz	Core i5-2500S	Sandy Bridge	4 	Intel Socket 1155	32 nm	2700&nbsp;MHz	27.0x	64K / 256K / 6144K	65W	Jan 2011		
CPU		Intel	Core i5-3330S	221	55.1	704	http://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz	Core i5-3330S	Ivy Bridge	4 	Intel Socket 1155	22 nm	2700&nbsp;MHz	27.0x	64K / 256K / 6144K	77W	Sep 2012	2788	
CPU		Intel	Core i7-2860QM	222	55.1	1137	http://cpu.userbenchmark.com/SpeedTest/103/IntelR-CoreTM-i7-2860QM-CPU---250GHz	Core i7-2860QM	Sandy Bridge	4  / 8	Intel Socket G2 (988B)	32 nm	2500&nbsp;MHz	25.0x	64K / 256K / 8192K	45W	Sep 2011	32999	
CPU	AW8063801013511	Intel	Core i7-3610QM	223	55	10802	http://cpu.userbenchmark.com/Intel-Core-i7-3610QM/Rating/2730	Core i7-3610QM	Ivy Bridge	4  / 8	Intel Socket G2 (988B)	22 nm	2300&nbsp;MHz	23.0x	64K / 256K / 6144K	45W	Apr 2012	6858	
CPU		Intel	Core i7-7500U	224	54.9	16101	http://cpu.userbenchmark.com/SpeedTest/171274/IntelR-CoreTM-i7-7500U-CPU---270GHz											9080	
CPU		Intel	Xeon X5570	225	54.9	255	http://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz	Xeon X5570	Gainestown	4  / 8	Intel Socket 1366	45 nm	2933&nbsp;MHz	22.0x	64K / 256K / 8192K	95W	Mar 2009		
CPU		Intel	Core i7-2920XM	226	54.9	229	http://cpu.userbenchmark.com/SpeedTest/459/IntelR-CoreTM-i7-2920XM-CPU---250GHz	Core i7-2920XM	Sandy Bridge	4  / 8	Intel Socket G2 (988B)	32 nm	2500&nbsp;MHz	25.0x	64K / 256K / 8192K	55W	Jan 2011		
CPU		Intel	Core i5-2300	227	54.8	3491	http://cpu.userbenchmark.com/SpeedTest/291/IntelR-CoreTM-i5-2300-CPU---280GHz	Core i5-2300	Sandy Bridge	4 	Intel Socket 1155	32 nm	2800&nbsp;MHz	28.0x	64K / 256K / 6144K	95W	Jan 2011	1480	
CPU	BX80662I36100T	Intel	Core i3-6100T	228	54.8	628	http://cpu.userbenchmark.com/SpeedTest/40317/IntelR-CoreTM-i3-6100T-CPU---320GHz											3805	
CPU		Intel	Core i7 965	229	54.8	410	http://cpu.userbenchmark.com/SpeedTest/4036/IntelR-CoreTM-i7-CPU---------965----320GHz	Core i7-965	Bloomfield	4  / 8	Intel Socket 1366	45 nm	3200&nbsp;MHz	24.0x	64K / 256K / 8192K	130W	Nov 2008	16560	
CPU	BX80601950	Intel	Core i7-950	230	54.6	8526	http://cpu.userbenchmark.com/Intel-Core-i7-950/Rating/617	Core i7-950	Bloomfield	4  / 8	Intel Socket 1366	45 nm	3066&nbsp;MHz	23.0x	64K / 256K / 8192K	130W	Jun 2009	2340	
CPU	BX80646I34150	Intel	Core i3-4150	231	54.6	6344	http://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309	Core i3-4150T	Haswell	2  / 4	Intel Socket 1150	22 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	35W	May 2014	10780	
CPU		Intel	Core i5-7300U	232	54.6	697	http://cpu.userbenchmark.com/SpeedTest/223355/IntelR-CoreTM-i5-7300U-CPU---260GHz											10009	
CPU		Intel	Core i7-5557U	233	54.5	481	http://cpu.userbenchmark.com/SpeedTest/27386/IntelR-CoreTM-i7-5557U-CPU---310GHz	Core i7-5557U	Broadwell-U	2  / 4	Intel BGA1168	14 nm	3100&nbsp;MHz	31.0x	64K / 256K / 4096K	28W	Mar 2015	4350	
CPU		Intel	Core i7-4702HQ	234	54.4	1003	http://cpu.userbenchmark.com/SpeedTest/297/IntelR-CoreTM-i7-4702HQ-CPU---220GHz	Core i7-4702HQ	Crystalwell	4  / 8	Intel BGA1364	22 nm	2200&nbsp;MHz	22.0x	64K / 256K / 8192K	37W	May 2013	17580	
CPU	BX80646I34330	Intel	Core i3-4330	235	54.1	1496	http://cpu.userbenchmark.com/Intel-Core-i3-4330/Rating/2876	Core i3-4330	Haswell	2  / 4	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 4096K	54W	Sep 2013	1158	
CPU		Intel	Core i7 870	236	54.1	6092	http://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz	Core i7-8700	Coffee Lake	6  / 12	Intel Socket 1151	14 nm	3200&nbsp;MHz	32.0x	64K / 256K / 12288K	65W	Jan 2018	3470	
CPU		Intel	Xeon X3460	237	53.9	112	http://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz												
CPU		Intel	Core i7-3615QM	238	53.8	783	http://cpu.userbenchmark.com/SpeedTest/806/IntelR-CoreTM-i7-3615QM-CPU---230GHz	Core i7-3615QM	Ivy Bridge	4  / 8	Intel BGA1224	22 nm	2300&nbsp;MHz	23.0x	64K / 256K / 6144K	45W	Apr 2012	11980	
CPU		Intel	Core i7-6567U	239	53.6	70	http://cpu.userbenchmark.com/SpeedTest/150864/IntelR-CoreTM-i7-6567U-CPU---330GHz												
CPU		Intel	Core i7-4610M	240	53.4	626	http://cpu.userbenchmark.com/SpeedTest/11649/IntelR-CoreTM-i7-4610M-CPU---300GHz	Core i7-4610M	Haswell	2  / 4	Intel Socket G3	22 nm	3000&nbsp;MHz	30.0x	64K / 256K / 4096K	37W	Feb 2014		
CPU		Intel	Core i5 760	241	52.9	7384	http://cpu.userbenchmark.com/SpeedTest/717/IntelR-CoreTM-i5-CPU---------760----280GHz	Core i5-7600K	Kaby Lake	4 	Intel Socket 1151	14 nm	3800&nbsp;MHz	38.0x	64K / 256K / 6144K	91W	Jan 2017	1745	
CPU	BX80646I34160	Intel	Core i3-4160	242	52.8	8141	http://cpu.userbenchmark.com/Intel-Core-i3-4160/Rating/2816	Core i3-4160	Haswell	2  / 4	Intel Socket 1150	22 nm	3600&nbsp;MHz	36.0x	64K / 256K / 3072K	54W	Jul 2014	820	
CPU	BX80646I34130	Intel	Core i3-4130	243	52.8	7284	http://cpu.userbenchmark.com/Intel-Core-i3-4130/Rating/1621	Core i3-4130T	Haswell	2  / 4	Intel Socket 1150	22 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	35W	Sep 2013	874	
CPU		Intel	Xeon E5-1603 0	244	52.7	368	http://cpu.userbenchmark.com/SpeedTest/9880/IntelR-XeonR-CPU-E5-1603-0---280GHz												
CPU		Intel	Core i5-4570T	245	52.4	659	http://cpu.userbenchmark.com/SpeedTest/6853/IntelR-CoreTM-i5-4570T-CPU---290GHz	Core i5-4570TE	Haswell	2  / 4	Intel Socket 1150	22 nm	2700&nbsp;MHz	27.0x	64K / 256K / 4096K	35W	Jun 2013	12398	
CPU		Intel	Core i7-2760QM	246	52.2	2294	http://cpu.userbenchmark.com/SpeedTest/949/IntelR-CoreTM-i7-2760QM-CPU---240GHz	Core i7-2760QM	Sandy Bridge	4  / 8	Intel Socket G2 (988B)	32 nm	2400&nbsp;MHz	24.0x	64K / 256K / 6144K	45W	Sep 2011	13500	
CPU		Intel	Xeon X5560	247	52.1	84	http://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz	Xeon X5560	Gainestown	4  / 8	Intel Socket 1366	45 nm	2800&nbsp;MHz	21.0x	64K / 256K / 8192K	95W	Mar 2009		
CPU	FD8320FRHKBOX	AMD	FX-8320	248	52	33216	http://cpu.userbenchmark.com/AMD-FX-8320/Rating/1983	FX-8320E	Vishera	8 	AMD Socket AM3+	32 nm	3200&nbsp;MHz	16.0x	384K / 8192K / 8192K	95W	Sep 2014	980	
CPU		AMD	FX-6350 Six-Core	249	51.8	6844	http://cpu.userbenchmark.com/SpeedTest/713/AMD-FXtm-6350-Six-Core-Processor												
CPU		Intel	Core i7-6600U	250	51.8	4494	http://cpu.userbenchmark.com/SpeedTest/36828/IntelR-CoreTM-i7-6600U-CPU---260GHz											11280	
CPU		Intel	Core i7-3632QM	251	51.8	6751	http://cpu.userbenchmark.com/SpeedTest/36/IntelR-CoreTM-i7-3632QM-CPU---220GHz	Core i7-3632QM	Ivy Bridge	4  / 8	Intel BGA1224	22 nm	2200&nbsp;MHz	22.0x	64K / 256K / 6144K	35W	Oct 2012	7928	
CPU	BX80662G4520	Intel	Pentium G4520	252	51.7	85	http://cpu.userbenchmark.com/Intel-Pentium-G4520/Rating/3537	Pentium G4520	Skylake	2 	Intel Socket 1151	14 nm	3600&nbsp;MHz	36.0x	64K / 256K / 4096K	51W	Sep 2015		
CPU	AD845XACKASBX	AMD	Athlon X4 845	253	51.5	1010	http://cpu.userbenchmark.com/SpeedTest/84491/AMD-Athlontm-X4-845-Quad-Core-Processor												
CPU		Intel	Core i7-6650U	254	51.5	1251	http://cpu.userbenchmark.com/SpeedTest/40238/IntelR-CoreTM-i7-6650U-CPU---220GHz											8940	
CPU		Intel	Xeon X3440	255	51.3	403	http://cpu.userbenchmark.com/SpeedTest/6655/IntelR-XeonR-CPU-----------X3440----253GHz												
CPU		Intel	Xeon W3530	256	51.2	1050	http://cpu.userbenchmark.com/SpeedTest/3000/IntelR-XeonR-CPU-----------W3530----280GHz	Xeon W3530	Bloomfield	4  / 8	Intel Socket 1366	45 nm	2800&nbsp;MHz	21.0x	64K / 256K / 8192K	130W	Mar 2010		
CPU		Intel	Core i7 930	257	51.1	6496	http://cpu.userbenchmark.com/SpeedTest/79/IntelR-CoreTM-i7-CPU---------930----280GHz	Core i7-5930K	Haswell-E	6  / 12	Intel Socket 2011-3	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 15360K	140W	Sep 2014	2119	
CPU		Intel	Core i7-3635QM	258	51	899	http://cpu.userbenchmark.com/SpeedTest/2465/IntelR-CoreTM-i7-3635QM-CPU---240GHz	Core i7-3635QM	Ivy Bridge	4  / 8	Intel BGA1224	22 nm	2400&nbsp;MHz	24.0x	64K / 256K / 6144K	45W	Sep 2012	10800	
CPU		Intel	Core i7-4600M	259	50.9	854	http://cpu.userbenchmark.com/SpeedTest/4429/IntelR-CoreTM-i7-4600M-CPU---290GHz	Core i7-4600M	Haswell	2  / 4	Intel Socket G3	22 nm	2900&nbsp;MHz	29.0x	64K / 256K / 4096K	37W	Sep 2013		
CPU	FD8150FRGUBOX	AMD	FX-8150	260	50.9	6181	http://cpu.userbenchmark.com/AMD-FX-8150/Rating/2006	FX-8150	Zambezi	8 	AMD Socket AM3+	32 nm	3600&nbsp;MHz	18.0x	384K / 8192K / 8192K	125W	Oct 2011	2280	
CPU		Intel	Core i7-3612QM	261	50.9	3232	http://cpu.userbenchmark.com/SpeedTest/329/IntelR-CoreTM-i7-3612QM-CPU---210GHz	Core i7-3612QM	Ivy Bridge	4  / 8	Intel Socket G2 (988B)	22 nm	2100&nbsp;MHz	21.0x	64K / 256K / 6144K	35W	Apr 2012	8000	
CPU	BX80605I5750	Intel	Core i5-750	262	50.9	13022	http://cpu.userbenchmark.com/Intel-Core-i5-750/Rating/2773	Core i5-7500	Kaby Lake	4 	Intel Socket 1151	14 nm	3400&nbsp;MHz	34.0x	64K / 256K / 6144K	65W	Jan 2017	1340	
CPU		AMD	FX-8300	263	50.8	7946	http://cpu.userbenchmark.com/SpeedTest/7163/AMD-FXtm-8300-Eight-Core-Processor	FX-8300	Vishera	8 	AMD Socket AM3+	32 nm	3300&nbsp;MHz	16.5x	384K / 8192K / 8192K	95W	Oct 2012	839	
CPU		Intel	Core i7 860	264	50.8	9712	http://cpu.userbenchmark.com/SpeedTest/841/IntelR-CoreTM-i7-CPU---------860----280GHz	Core i7-4860HQ	Crystalwell	4  / 8	Intel BGA1364	22 nm	2400&nbsp;MHz	24.0x	64K / 256K / 8192K	47W	Feb 2014	2200	
CPU	FD837EWMHKBOX	AMD	FX-8370E	265	50.7	1138	http://cpu.userbenchmark.com/AMD-FX-8370E/Rating/2984	FX-8370E	Vishera	8 	AMD Socket AM3+	32 nm	3300&nbsp;MHz	16.5x	384K / 8192K / 8192K	95W	Sep 2014		
CPU		Intel	Xeon E5-2630 0	266	50.7	104	http://cpu.userbenchmark.com/SpeedTest/6512/IntelR-XeonR-CPU-E5-2630-0---230GHz	Xeon E5-2630 v2	Ivy Bridge-EP	6  / 12	Intel Socket 2011	22 nm	2600&nbsp;MHz	26.0x	64K / 256K / 15360K	80W	Sep 2013	15360	
CPU		Intel	Core i5-2400S	267	50.6	1455	http://cpu.userbenchmark.com/SpeedTest/304/IntelR-CoreTM-i5-2400S-CPU---250GHz	Core i5-2400S	Sandy Bridge	4 	Intel Socket 1155	32 nm	2500&nbsp;MHz	25.0x	64K / 256K / 6144K	65W	Jan 2011	7860	
CPU	AD789KXDJCHBX	AMD	A10-7890K APU	268	50.5	1158	http://cpu.userbenchmark.com/SpeedTest/118648/AMD-A10-7890K-Radeon-R7-12-Compute-Cores-4C-8G												
CPU	BX80662G4500	Intel	Pentium G4500	269	50.2	831	http://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538	Pentium G4500	Skylake	2 	Intel Socket 1151	14 nm	3500&nbsp;MHz	35.0x	64K / 256K / 4096K	51W	Sep 2015		
CPU		Intel	Core i3-3250	270	50.1	637	http://cpu.userbenchmark.com/SpeedTest/4950/IntelR-CoreTM-i3-3250-CPU---350GHz												
CPU		AMD	Phenom II X4 980	271	49.9	390	http://cpu.userbenchmark.com/SpeedTest/5445/AMD-Phenomtm-II-X4-980-Processor	Phenom II X4 980 BE	Deneb	4 	AMD Socket AM3	45 nm	3700&nbsp;MHz	18.5x	128K / 512K / 6144K	125W	May 2011		
CPU		Intel	Core i5-7200U	272	49.8	18692	http://cpu.userbenchmark.com/SpeedTest/153577/IntelR-CoreTM-i5-7200U-CPU---250GHz											6460	
CPU		Intel	Core i7 940	273	49.6	598	http://cpu.userbenchmark.com/SpeedTest/606/IntelR-CoreTM-i7-CPU---------940----293GHz	Core i7-4940MX	Haswell	4  / 8	Intel Socket G3	22 nm	3100&nbsp;MHz	31.0x	64K / 256K / 8192K	57W	Jan 2014	6989	
CPU		AMD	FX-8310	274	49.4	441	http://cpu.userbenchmark.com/SpeedTest/18534/AMD-FXtm-8310-Eight-Core-Processor												
CPU		Intel	Core i3-3240	275	49	4634	http://cpu.userbenchmark.com/SpeedTest/2133/IntelR-CoreTM-i3-3240-CPU---340GHz	Core i3-3240	Ivy Bridge	2  / 4	Intel Socket 1155	22 nm	3400&nbsp;MHz	34.0x	64K / 256K / 3072K	55W	Sep 2012	1299	
CPU		Intel	Pentium G3470	276	49	36	http://cpu.userbenchmark.com/SpeedTest/28614/IntelR-PentiumR-CPU-G3470---360GHz												
CPU		Intel	Xeon W3520	277	48.9	1431	http://cpu.userbenchmark.com/SpeedTest/3585/IntelR-XeonR-CPU-----------W3520----267GHz	Xeon W3520	Bloomfield	4  / 8	Intel Socket 1366	45 nm	2666&nbsp;MHz	20.0x	64K / 256K / 8192K	130W	Mar 2009		
CPU		Intel	Core i7-2820QM	278	48.9	1328	http://cpu.userbenchmark.com/SpeedTest/3145/IntelR-CoreTM-i7-2820QM-CPU---230GHz	Core i7-2820QM	Sandy Bridge	4  / 8	Intel BGA1224	32 nm	2300&nbsp;MHz	23.0x	64K / 256K / 8192K	45W	Jan 2011	37895	
CPU	AD880KXBJCSBX	AMD	Athlon X4 880K	279	48.9	1595	http://cpu.userbenchmark.com/SpeedTest/121029/AMD-Athlontm-X4-880K-Quad-Core-Processor												
CPU	FD832EWMHKBOX	AMD	FX-8320E	280	48.8	8167	http://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985	FX-8320E	Vishera	8 	AMD Socket AM3+	32 nm	3200&nbsp;MHz	16.0x	384K / 8192K / 8192K	95W	Sep 2014		
CPU		Intel	Core i5-5287U	281	48.4	106	http://cpu.userbenchmark.com/SpeedTest/25610/IntelR-CoreTM-i5-5287U-CPU---290GHz	Core i5-5287U	Broadwell-U	2  / 4		14 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	28W	Mar 2015		
CPU		Intel	Core i7-6500U	282	48.4	22367	http://cpu.userbenchmark.com/SpeedTest/36930/IntelR-CoreTM-i7-6500U-CPU---250GHz											5990	
CPU	HDE00ZFBGRBOX	AMD	Phenom II X6 1100T	283	48.4	4020	http://cpu.userbenchmark.com/AMD-Phenom-II-X6-1100T/Rating/2004	Phenom II X6 1100T BE	Thuban	6 	AMD Socket AM3	45 nm	3300&nbsp;MHz	16.5x	128K / 512K / 6144K	125W	Dec 2010	1670	
CPU	FD4350FRHKBOX	AMD	FX-4350	284	48.4	2936	http://cpu.userbenchmark.com/AMD-FX-4350/Rating/2880	FX-4350	Vishera	4 	AMD Socket AM3+	32 nm	4200&nbsp;MHz	19.5x	288K / 4096K / 8192K	125W	Apr 2013		
CPU	AD870KXBJCSBX	AMD	Athlon II X4 870K	285	48.3	243	http://cpu.userbenchmark.com/SpeedTest/83847/AMD-Athlontm-X4-870K-Quad-Core-Processor												
CPU		Intel	Core i5-4200H	286	48.3	2685	http://cpu.userbenchmark.com/SpeedTest/8854/IntelR-CoreTM-i5-4200H-CPU---280GHz											8590	
CPU	BX80601920	Intel	Core i7-920	287	48.2	18293	http://cpu.userbenchmark.com/Intel-Core-i7-920/Rating/1981	Core i7-920	Bloomfield	4  / 8	Intel Socket 1366	45 nm	2666&nbsp;MHz	20.0x	64K / 256K / 8192K	130W	Nov 2008	2220	
CPU		Intel	Core i5-3470T	288	48.2	370	http://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz	Core i5-3470T	Ivy Bridge	2  / 4	Intel Socket 1155	22 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	35W	Jun 2012		
CPU	BX80646G3258	Intel	Pentium G3258	289	48.2	9809	http://cpu.userbenchmark.com/Intel-Pentium-G3258/Rating/2434	Pentium G3258	Haswell	2 	Intel Socket 1150	22 nm	3200&nbsp;MHz	32.0x	64K / 256K / 3072K	54W	Jun 2014	486	
CPU	AD787KXDJCBOX	AMD	A10-7870K APU	290	48.2	2542	http://cpu.userbenchmark.com/SpeedTest/29728/AMD-A10-7870K-Radeon-R7-12-Compute-Cores-4C-8G											963	
CPU		AMD	Phenom II X4 975	291	48.1	439	http://cpu.userbenchmark.com/SpeedTest/3020/AMD-Phenomtm-II-X4-975-Processor	Phenom II X4 975 BE	Deneb	4 	AMD Socket AM3	45 nm	3600&nbsp;MHz	18.0x	128K / 512K / 6144K	125W	Jan 2011		
CPU		Intel	Core i5-5257U	292	48.1	670	http://cpu.userbenchmark.com/SpeedTest/25441/IntelR-CoreTM-i5-5257U-CPU---270GHz	Core i5-5257U	Broadwell-U	2  / 4		14 nm	2700&nbsp;MHz	27.0x	64K / 256K / 3072K	28W	Mar 2015		
CPU		AMD	FX-6200 Six-Core	293	48	1439	http://cpu.userbenchmark.com/SpeedTest/2658/AMD-FXtm-6200-Six-Core-Processor												
CPU	FD6300WMHKBOX	AMD	FX-6300	294	47.7	57468	http://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555	FX-6300	Vishera	6 	AMD Socket AM3+	32 nm	3500&nbsp;MHz	17.5x	288K / 6144K / 8192K	95W	Oct 2012	720	
CPU		Intel	Core i5-3380M	295	47.7	449	http://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz	Core i5-3380M	Ivy Bridge	2  / 4	Intel Socket G2 (988B)	22 nm	2900&nbsp;MHz	29.0x	64K / 256K / 3072K	35W	Jan 2013	9400	
CPU		Intel	Core i7-3540M	296	47.5	1021	http://cpu.userbenchmark.com/SpeedTest/921/IntelR-CoreTM-i7-3540M-CPU---300GHz	Core i7-3540M	Ivy Bridge	2  / 4	Intel Socket G2 (988B)	22 nm	3000&nbsp;MHz	30.0x	64K / 256K / 4096K	35W	Jan 2013		
CPU		AMD	Phenom II X6 1090T	297	47.3	7911	http://cpu.userbenchmark.com/SpeedTest/417/AMD-Phenomtm-II-X6-1090T-Processor	Phenom II X6 1090T BE	Thuban	6 	AMD Socket AM3	45 nm	3200&nbsp;MHz	16.0x	128K / 512K / 6144K	125W	Apr 2010	1325	
CPU	BX80637I33225	Intel	Core i3-3225	298	47.3	723	http://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488	Core i3-3225	Ivy Bridge	2  / 4	Intel Socket 1155	22 nm	3300&nbsp;MHz	33.0x	64K / 256K / 3072K	55W	Sep 2012	1099	
CPU		Intel	Core i3-3220	299	47.1	10798	http://cpu.userbenchmark.com/SpeedTest/272/IntelR-CoreTM-i3-3220-CPU---330GHz	Core i3-3220	Ivy Bridge	2  / 4	Intel Socket 1155	22 nm	3300&nbsp;MHz	33.0x	64K / 256K / 3072K	55W	Sep 2012	1290	
CPU		Intel	Core i7-5650U	300	47	43	http://cpu.userbenchmark.com/SpeedTest/26818/IntelR-CoreTM-i7-5650U-CPU---220GHz	Core i7-5650U	Broadwell-U	2  / 4		14 nm	2200&nbsp;MHz	22.0x	64K / 256K / 4096K	15W	Mar 2015		
CPU		Intel	Core i5-4300M	301	47	1363	http://cpu.userbenchmark.com/SpeedTest/5215/IntelR-CoreTM-i5-4300M-CPU---260GHz	Core i5-4300M	Haswell	2  / 4	Intel Socket G3	22 nm	2600&nbsp;MHz	26.0x	64K / 256K / 3072K	37W	Sep 2013		
CPU		Intel	Core i5-6300U	302	46.9	6677	http://cpu.userbenchmark.com/SpeedTest/27864/IntelR-CoreTM-i5-6300U-CPU---240GHz											8730	
CPU	AD680KWOHLBOX	AMD	A10-6800K APU	303	46.9	3637	http://cpu.userbenchmark.com/AMD-A10-6800K-APU/Rating/2936											1050	
CPU	AD785KXBJABOX	AMD	A10-7850K APU	304	46.9	5707	http://cpu.userbenchmark.com/AMD-A10-7850K-APU/Rating/2937												
CPU		Intel	Core i5 680	305	46.9	126	http://cpu.userbenchmark.com/SpeedTest/3693/IntelR-CoreTM-i5-CPU---------680----360GHz	Core i5-680	Clarkdale	2  / 4	Intel Socket 1156	32 nm	3600&nbsp;MHz	27.0x	64K / 256K / 4096K	73W	Apr 2010		
CPU		Intel	Core i7-5600U	306	46.9	3152	http://cpu.userbenchmark.com/SpeedTest/22612/IntelR-CoreTM-i7-5600U-CPU---260GHz	Core i7-5600U	Broadwell-U	2  / 4		14 nm	2600&nbsp;MHz	26.0x	64K / 256K / 4096K	15W	Mar 2015	7250	
CPU		AMD	FX-4170 Quad-Core	307	46.5	1331	http://cpu.userbenchmark.com/SpeedTest/114/AMD-FXtm-4170-Quad-Core-Processor												
CPU		AMD	A10-5800B APU	308	46.5	59	http://cpu.userbenchmark.com/SpeedTest/14080/AMD-A10-5800B-APU-with-Radeontm-HD-Graphics												
CPU		Intel	Xeon E5540	309	46.5	97	http://cpu.userbenchmark.com/SpeedTest/13822/IntelR-XeonR-CPU-----------E5540----253GHz	Xeon E5540	Gainestown	4  / 8	Intel Socket 1366	45 nm	2533&nbsp;MHz	19.0x	64K / 256K / 8192K	80W	Mar 2009		
CPU	BX80662G4400	Intel	Pentium G4400	310	46.4	5149	http://cpu.userbenchmark.com/Intel-Pentium-G4400/Rating/3539	Pentium G4400	Skylake	2 	Intel Socket 1151	14 nm	3300&nbsp;MHz	33.0x	64K / 256K / 4096K	51W	Sep 2015	375	
CPU	AD860KXBJASBX	AMD	Athlon II X4 860K	311	46.4	6787	http://cpu.userbenchmark.com/AMD-Athlon-II-X4-860K/Rating/3265												
CPU		Intel	Pentium G3460	312	46.2	277	http://cpu.userbenchmark.com/Intel-Pentium-G3460/Rating/2818	Pentium G3460	Haswell	2 	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 3072K	54W	Jul 2014		
CPU		Intel	Core i3-2130	313	46.2	1284	http://cpu.userbenchmark.com/SpeedTest/424/IntelR-CoreTM-i3-2130-CPU---340GHz	Core i3-2130	Sandy Bridge	2  / 4	Intel Socket 1155	32 nm	3400&nbsp;MHz	34.0x	64K / 256K / 3072K	65W	Sep 2011	4140	
CPU		Intel	Core i7-3520M	314	46.2	4451	http://cpu.userbenchmark.com/SpeedTest/50/IntelR-CoreTM-i7-3520M-CPU---290GHz	Core i7-3520M	Ivy Bridge	2  / 4	Intel Socket G2 (988B)	22 nm	2900&nbsp;MHz	29.0x	64K / 256K / 4096K	35W	Jun 2012	11948	
CPU		Intel	Xeon E5-2620 v2	315	46.1	216	http://cpu.userbenchmark.com/SpeedTest/4718/IntelR-XeonR-CPU-E5-2620-v2---210GHz	Xeon E5-2620 v2	Ivy Bridge-EP	6  / 12	Intel Socket 2011	22 nm	2100&nbsp;MHz	21.0x	64K / 256K / 15360K	80W	Sep 2013		
CPU		Intel	Core i7-2720QM	316	46.1	2460	http://cpu.userbenchmark.com/SpeedTest/532/IntelR-CoreTM-i7-2720QM-CPU---220GHz	Core i7-2720QM	Sandy Bridge	4  / 8	Intel BGA1224	32 nm	2200&nbsp;MHz	22.0x	64K / 256K / 6144K	45W	Jan 2011	19600	
CPU		Intel	Core i5-6260U	317	46.1	586	http://cpu.userbenchmark.com/SpeedTest/37385/IntelR-CoreTM-i5-6260U-CPU---180GHz											9998	
CPU	AD680KWOHLBOX	AMD	A10-6700 APU	318	45.9	2528	http://cpu.userbenchmark.com/AMD-A10-6700-APU/Rating/2938											3568	
CPU		AMD	A8-6600K APU	319	45.8	4809	http://cpu.userbenchmark.com/SpeedTest/3344/AMD-A8-6600K-APU-with-Radeontm-HD-Graphics												
CPU		AMD	Phenom II X4 970	320	45.7	839	http://cpu.userbenchmark.com/SpeedTest/2231/AMD-Phenomtm-II-X4-970-Processor	Phenom II X4 970 BE	Zosma	4 	AMD Socket AM3	45 nm	3500&nbsp;MHz	17.5x	128K / 512K / 6144K	125W	Oct 2010		
CPU		Intel	Core i3-3210	321	45.7	1001	http://cpu.userbenchmark.com/SpeedTest/3090/IntelR-CoreTM-i3-3210-CPU---320GHz	Core i3-3210	Ivy Bridge	2  / 4	Intel Socket 1155	22 nm	3200&nbsp;MHz	32.0x	64K / 256K / 3072K	55W	Jan 2013	3300	
CPU		Intel	Core i7-2670QM	322	45.7	13367	http://cpu.userbenchmark.com/Intel-Core-i7-2670QM/Rating/1982	Core i7-2670QM	Sandy Bridge	4  / 8	Intel Socket G2 (988B)	32 nm	2200&nbsp;MHz	22.0x	64K / 256K / 6144K	45W	Oct 2011	6980	
