Type	Part Number	Brand	Model	Rank	Score	Samples	URL	Name	Codename	Cores	Socket	Process	Clock	Multi	Cache L1/L2/L3	TDP	Released	Price	
CPU	BX80673I97980X	Intel	Core i9-7980XE	1	123	36	http://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz	Core i9-7980XE	Skylake-X	18  / 36	Intel Socket 2066	14 nm	2600&nbsp;MHz	26.0x	64K / 1024K / 25344K	165W	Sep 2017	15350	
CPU	BX80673I97940X	Intel	Core i9-7940X	2	119	16	http://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz	Core i9-7940X	Skylake-X	14  / 28	Intel Socket 2066	14 nm	3100&nbsp;MHz	31.0x	64K / 1024K / 19712K	165W	Sep 2017		
CPU	BX80673I97900X	Intel	Core i9-7900X	3	114	1040	http://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936	Core i9-7900X	Skylake-X	10  / 20	Intel Socket 2066	14 nm	3300&nbsp;MHz	33.0x	64K / 1024K / 14336K	140W	Jun 2017	7315	
CPU	BX80673I97920X	Intel	Core i9-7920X	4	114	80	http://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz	Core i9-7920X	Skylake-X	12  / 24	Intel Socket 2066	14 nm	2900&nbsp;MHz	29.0x	64K / 1024K / 16896K	140W	Sep 2017	8650	
CPU	BX80684I78700K	Intel	Core i7-8700K	5	113	1532	http://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937	Core i7-8700K	Coffee Lake	6  / 12	Intel Socket 1151	14 nm	3700&nbsp;MHz	37.0x	64K / 256K / 12288K	95W	Oct 2017	3470	
CPU	BX80673I77820X	Intel	Core i7-7820X	6	108	1877	http://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928	Core i7-7820X	Skylake-X	8  / 16	Intel Socket 2066	14 nm	3600&nbsp;MHz	36.0x	64K / 1024K / 11264K	140W	Jun 2017	4399	
CPU	YD195XA8AEWOF	AMD	Ryzen TR 1950X	7	107	900	http://cpu.userbenchmark.com/AMD-Ryzen-TR-1950X/Rating/3932	Ryzen Threadripper 1950X	Zen	16 / 32	AMD Socket SP3r2	14 nm	3400nbsp;MHz	34.0x	96K / 512K / 32768K	180W	Aug 2017	7580	
CPU	BX80673I97960X	Intel	Core i9-7960X	8	106	8	http://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz	Core i9-7960X	Skylake-X	16  / 32	Intel Socket 2066	14 nm	2800&nbsp;MHz	28.0x	64K / 1024K / 22528K	165W	Sep 2017		
CPU	BX80684I58600K	Intel	Core i5-8600K	9	106	297	http://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941	Core i5-8600K	Coffee Lake	6 	Intel Socket 1151	14 nm	3600&nbsp;MHz	36.0x	64K / 256K / 9216K	95W	Oct 2017		
CPU	BX80684I78700	Intel	Core i7-8700	10	106	174	http://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940	Core i7-8700	Coffee Lake	6  / 12	Intel Socket 1151	14 nm	3200&nbsp;MHz	32.0x	64K / 256K / 12288K	65W	Jan 2018	3470	
CPU	BX80671I76950X	Intel	Core i7-6950X	11	101	1468	http://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604	Core i7-6950X	Broadwell-E	10  / 20	Intel Socket 2011-3	14 nm	3000&nbsp;MHz	30.0x	32K / 256K / 25600K	140W	May 2016	12410	
CPU	BX80673I77800X	Intel	Core i7-7800X	12	101	1188	http://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz	Core i7-7800X	Skylake-X	6  / 12	Intel Socket 2066	14 nm	3500&nbsp;MHz	35.0x	64K / 1024K / 8448K	140W	Jun 2017	2809	
CPU	BX80677I77740X	Intel	Core i7-7740X	13	100	400	http://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz	Core i7-7740X	Kaby Lake-X	4  / 8	Intel Socket 2066	14 nm	4300&nbsp;MHz	43.0x	64K / 256K / 8192K	112W	Jun 2017	2580	
CPU	BX80677I77700K	Intel	Core i7-7700K	14	99.7	90437	http://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647	Core i7-7700K	Kaby Lake	4  / 8	Intel Socket 1151	14 nm	4200&nbsp;MHz	42.0x	64K / 256K / 8192K	91W	Jan 2017	2420	
CPU	BX80671I76900K	Intel	Core i7-6900K	15	99.3	1805	http://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605	Core i7-6900K	Broadwell-E	8  / 16	Intel Socket 2011-3	14 nm	3200&nbsp;MHz	32.0x	32K / 256K / 20480K	140W	May 2016	7790	
CPU	BX80684I38350K	Intel	Core i3-8350K	16	98	254	http://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935	Core i3-8350K	Coffee Lake	4 	Intel Socket 1151	14 nm	4000&nbsp;MHz	40.0x	64K / 256K / 8196K	91W	Oct 2017	1435	
CPU	YD192XA8AEWOF	AMD	Ryzen TR 1920X	17	97.9	101	http://cpu.userbenchmark.com/AMD-Ryzen-TR-1920X/Rating/3934	Ryzen Threadripper 1920X	Zen	12 / 24	AMD Socket SP3r2	14 nm	3500&nbsp;MHz	35.0x	96K / 512K / 32768K	180W	Aug 2017		
CPU	BX80671I76850K	Intel	Core i7-6850K	18	97.1	6302	http://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606	Core i7-6850K	Broadwell-E	6  / 12	Intel Socket 2011-3	14 nm	3600&nbsp;MHz	36.0x	32K / 256K / 15360K	140W	May 2016	3930	
CPU	BX80677I57640X	Intel	Core i5-7640X	19	96.7	66	http://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz	Core i5-7640X	Kaby Lake-X	4 	Intel Socket 2066	14 nm	3900&nbsp;MHz	39.0x	64K / 256K / 6144K	112W	Jun 2017	1839	
CPU	BX80677I57600K	Intel	Core i5-7600K	20	96.1	27370	http://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885	Core i5-7600K	Kaby Lake	4 	Intel Socket 1151	14 nm	3800&nbsp;MHz	38.0x	64K / 256K / 6144K	91W	Jan 2017	1745	
CPU	YD190XA8AEWOF	AMD	Ryzen TR 1900X	21	94.1	71	http://cpu.userbenchmark.com/SpeedTest/340638/AMD-Ryzen-Threadripper-1900X-8-Core-Processor	Ryzen Threadripper 1900X	Zen	8 / 16	AMD Socket SP3r2	14 nm	3800&nbsp;MHz	38.0x	96K / 512K / 32768K	125W	Aug 2017		
CPU	BX80684I58400	Intel	Core i5-8400	22	93.1	399	http://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939	Core i5-8400	Coffee Lake	6 	Intel Socket 1151	14 nm	2800&nbsp;MHz	28.0x	64K / 256K / 9216K	65W	Oct 2017		
CPU	BX80662I76700K	Intel	Core i7-6700K	23	91.7	154149	http://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502	Core i7-6700K	Skylake	4  / 8	Intel Socket 1151	14 nm	4000&nbsp;MHz	40.0x	64K / 256K / 8192K	95W	Aug 2015	2430	
CPU	YD180XBCAEWOF	AMD	Ryzen 7 1800X	24	91.4	7401	http://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916	Ryzen 7 1800X	Zen	8  / 16	AMD Socket AM4	14 nm	3600&nbsp;MHz	36.0x	96K / 512K / 16384K	95W	Mar 2017	3499	
CPU	BX80648I75960X	Intel	Core i7-5960X	25	90.5	5032	http://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580	Core i7-5960X	Haswell-E	8  / 16	Intel Socket 2011-3	22 nm	3000&nbsp;MHz	30.0x	64K / 256K / 20480K	140W	Sep 2014	7930	
CPU	BX80671I76800K	Intel	Core i7-6800K	26	89.6	11532	http://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607	Core i7-6800K	Broadwell-E	6  / 12	Intel Socket 2011-3	14 nm	3400&nbsp;MHz	34.0x	32K / 256K / 15360K	140W	May 2016	2850	
CPU	BX80648I75930K	Intel	Core i7-5930K	27	89.4	8780	http://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578	Core i7-5930K	Haswell-E	6  / 12	Intel Socket 2011-3	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 15360K	140W	Sep 2014	4468	
CPU	BX80662I56600K	Intel	Core i5-6600K	28	89.2	89081	http://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503	Core i5-6600K	Skylake	4 	Intel Socket 1151	14 nm	3500&nbsp;MHz	35.0x	64K / 256K / 6144K	95W	Jul 2015	1745	
CPU	YD170XBCAEWOF	AMD	Ryzen 7 1700X	29	88.2	12619	http://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915	Ryzen 7 PRO 1700X	Zen	8  / 16	AMD Socket AM4	14 nm	3400&nbsp;MHz	34.0x	96K / 512K / 16384K	95W	Jun 2017	2750	
CPU	BX80646I74790K	Intel	Core i7-4790K	30	88	105652	http://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384	Core i7-4790K	Haswell	4  / 8	Intel Socket 1150	22 nm	4000&nbsp;MHz	40.0x	64K / 256K / 8192K	88W	May 2014	2799	
CPU	BX80677I77700	Intel	Core i7-7700	31	87.3	18100	http://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887	Core i7-7700K	Kaby Lake	4  / 8	Intel Socket 1151	14 nm	4200&nbsp;MHz	42.0x	64K / 256K / 8192K	91W	Jan 2017	2420	
CPU	BX80648I75820K	Intel	Core i7-5820K	32	86.8	28312	http://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579	Core i7-5820K	Haswell-E	6  / 12	Intel Socket 2011-3	22 nm	3300&nbsp;MHz	33.0x	64K / 256K / 15360K	140W	Sep 2014	2920	
CPU	BX80677I57600	Intel	Core i5-7600	33	86.6	5391	http://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890	Core i5-7600K	Kaby Lake	4 	Intel Socket 1151	14 nm	3800&nbsp;MHz	38.0x	64K / 256K / 6144K	91W	Jan 2017	1745	
CPU	YD160XBCAEWOF	AMD	Ryzen 5 1600X	34	85.8	8473	http://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920	Ryzen 5 1600X	Zen	6  / 12	AMD Socket AM4	14 nm	3600&nbsp;MHz	36.0x	96K / 512K / 16384K	95W	Apr 2017	1850	
CPU	BX80633I74960X	Intel	Core i7-4960X	35	84.9	925	http://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977	Core i7-4960X	Ivy Bridge-E	6  / 12	Intel Socket 2011	22 nm	3600&nbsp;MHz	36.0x	64K / 256K / 15360K	130W	Sep 2013	7999	
CPU	YD1700BBAEBOX	AMD	Ryzen 7 1700	36	83.5	22589	http://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917	Ryzen 7 PRO 1700X	Zen	8  / 16	AMD Socket AM4	14 nm	3400&nbsp;MHz	34.0x	96K / 512K / 16384K	95W	Jun 2017	2280	
CPU	BX80646I54690K	Intel	Core i5-4690K	37	82.9	58793	http://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432	Core i5-4690K	Haswell	4 	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 6144K	88W	Jun 2014	1715	
CPU	BX80658i75775C	Intel	Core i7-5775C	38	82.7	334	http://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz												
CPU		Intel	Core i7-5775R	39	82.1	22	http://cpu.userbenchmark.com/SpeedTest/39919/IntelR-CoreTM-i7-5775R-CPU---330GHz												
CPU	BX80633I74930K	Intel	Core i7-4930K	40	82	4854	http://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976	Core i7-4930K	Ivy Bridge-E	6  / 12	Intel Socket 2011	22 nm	3400&nbsp;MHz	34.0x	64K / 256K / 12288K	130W	Sep 2013	4599	
CPU	BX80658i55675C	Intel	Core i5-5675C	41	81.7	254	http://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz												
CPU	BX80684I38100	Intel	Core i3-8100	42	81.3	98	http://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942	Core i3-8100	Coffee Lake	4 	Intel Socket 1151	14 nm	2800&nbsp;MHz	28.0x	64K / 256K / 6144K	65W	Jan 2018	930	
CPU	BX80646I54670K	Intel	Core i5-4670K	43	80.7	31679	http://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538	Core i5-4670K	Haswell	4 	Intel Socket 1150	22 nm	3400&nbsp;MHz	34.0x	64K / 256K / 6144K	84W	Jun 2013	1890	
CPU	BX80677I57500	Intel	Core i5-7500	44	80.7	12875	http://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648	Core i5-7500	Kaby Lake	4 	Intel Socket 1151	14 nm	3400&nbsp;MHz	34.0x	64K / 256K / 6144K	65W	Jan 2017	1340	
CPU		Intel	Xeon E5-1650 v3	45	80.7	702	http://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz												
CPU		Intel	Core i7-3970X	46	80.6	647	http://cpu.userbenchmark.com/SpeedTest/6794/IntelR-CoreTM-i7-3970X-CPU---350GHz	Core i7-3970X	Sandy Bridge-E	6  / 12	Intel Socket 2011	32 nm	3500&nbsp;MHz	35.0x	64K / 256K / 15360K	150W	Nov 2012		
CPU	YD1600BBAEBOX	AMD	Ryzen 5 1600	47	80.4	27678	http://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919	Ryzen 5 PRO 1600	Zen	6  / 12	AMD Socket AM4	14 nm	3200&nbsp;MHz	32.0x	96K / 512K / 16384K	65W	Jun 2017	1585	
CPU	BX80662I56600	Intel	Core i5-6600	48	80	18428	http://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514	Core i5-6600K	Skylake	4 	Intel Socket 1151	14 nm	3500&nbsp;MHz	35.0x	64K / 256K / 6144K	95W	Jul 2015	1595	
CPU	BX80646E31276V3	Intel	Xeon E3-1276 v3	49	79.6	63	http://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz												
CPU	BX80662I76700	Intel	Core i7-6700	50	79.6	40443	http://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515	Core i7-6700T	Skylake	4  / 8	Intel Socket 1151	14 nm	2800&nbsp;MHz	28.0x	64K / 256K / 8192K	35W	Sep 2015	2430	
CPU	BX80619I73960X	Intel	Core i7-3960X	51	79.5	577	http://cpu.userbenchmark.com/Intel-Core-i7-3960X/Rating/1973	Core i7-3960X	Sandy Bridge-E	6  / 12	Intel Socket 2011	32 nm	3300&nbsp;MHz	33.0x	64K / 256K / 15360K	130W	Nov 2011	7900	
CPU	BX80646I74770K	Intel	Core i7-4770K	52	79.2	38902	http://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537											2650	
CPU		Intel	Xeon E3-1230 v5	53	78.5	421	http://cpu.userbenchmark.com/SpeedTest/72554/IntelR-XeonR-CPU-E3-1230-v5---340GHz											2070	
CPU		Intel	Core i7-7920HQ	54	78.3	74	http://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz												
CPU	BX80646I74790	Intel	Core i7-4790	55	78	36903	http://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293	Core i7-4790	Haswell	4  / 8	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 8192K	84W	May 2014	2799	
CPU	BX80619I73930K	Intel	Core i7-3930K	56	77.9	9370	http://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487	Core i7-3930K	Sandy Bridge-E	6  / 12	Intel Socket 2011	32 nm	3200&nbsp;MHz	32.0x	64K / 256K / 12288K	130W	Nov 2011	4590	
CPU	BX80646I54690	Intel	Core i5-4690	57	77.2	14400	http://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311	Core i5-4690K	Haswell	4 	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 6144K	88W	Jun 2014	1715	
CPU		Intel	Xeon E3-1271 v3	58	76.9	188	http://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz												
CPU		Intel	Xeon E5-1650 v2	59	76.7	525	http://cpu.userbenchmark.com/SpeedTest/7574/IntelR-XeonR-CPU-E5-1650-v2---350GHz	Xeon E5-1650 v2	Ivy Bridge-E	6  / 12	Intel Socket 2011	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 12288K	130W	Sep 2013		
CPU		Intel	Core i7-5950HQ	60	76.4	57	http://cpu.userbenchmark.com/SpeedTest/29765/IntelR-CoreTM-i7-5950HQ-CPU---290GHz												
CPU	BX80646E31246V3	Intel	Xeon E3-1246 v3	61	76.3	374	http://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz												
CPU		Intel	Core i7-7820HK	62	76.1	1361	http://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz											32130	
CPU		Intel	Xeon E3-1286 v3	63	75.9	5	http://cpu.userbenchmark.com/SpeedTest/33047/IntelR-XeonR-CPU-E3-1286-v3---370GHz												
CPU		Intel	Xeon E3-1275 v3	64	75.9	44	http://cpu.userbenchmark.com/SpeedTest/5652/IntelR-XeonR-CPU-E3-1275-v3---350GHz	Xeon E3-1275 v3	Haswell-WS	4  / 8	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 8192K	84W	Jun 2013		
CPU	BX80646E31241V3	Intel	Xeon E3-1241 v3	65	75.8	633	http://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz												
CPU	BX80646I74770	Intel	Core i7-4770	66	75.7	24576	http://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978	Core i7-4770HQ	Crystalwell	4  / 8	Intel BGA1364	22 nm	2200&nbsp;MHz	22.0x	64K / 256K / 8192K	47W	Jul 2014	2650	
CPU	BX80637I53570K	Intel	Core i5-3570K	67	75.6	43688	http://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316	Core i5-3570K	Ivy Bridge	4 	Intel Socket 1155	22 nm	3400&nbsp;MHz	34.0x	64K / 256K / 6144K	77W	Apr 2012	1999	
CPU	YD130XBBAEBOX	AMD	Ryzen 3 1300X	68	75.6	1381	http://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930	Ryzen 3 1300X	Zen	4 	AMD Socket AM4	14 nm	3400&nbsp;MHz	34.0x	96K / 512K / 8192K	65W	Jun 2017	990	
CPU		Intel	Core i5-4670	69	75.5	9393	http://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz	Core i5-4670R	Haswell	4 	Intel BGA1364	22 nm	3000&nbsp;MHz	30.0x	64K / 256K / 4096K	65W	Jun 2013	1590	
CPU	BX80677I37350K	Intel	Core i3-7350K	70	75.4	419	http://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889	Core i3-7350K	Kaby Lake	2  / 4	Intel Socket 1151	14 nm	4200&nbsp;MHz	42.0x	64K / 256K / 4096K	60W	Jan 2017		
CPU		Intel	Core i7-7820HQ	71	74.5	733	http://cpu.userbenchmark.com/SpeedTest/185229/IntelR-CoreTM-i7-7820HQ-CPU---290GHz											19400	
CPU	BX80646I74771	Intel	Core i7-4771	72	74.5	2014	http://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008	Core i7-4771	Haswell	4  / 8	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 8192K	84W	Sep 2013	2369	
CPU		Intel	Xeon E5-1650 0	73	74.4	1054	http://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz	Xeon E5-1650 v2	Ivy Bridge-E	6  / 12	Intel Socket 2011	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 12288K	130W	Sep 2013		
CPU	YD150XBBAEBOX	AMD	Ryzen 5 1500X	74	74.3	5164	http://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921	Ryzen 5 1500X	Zen	4  / 8	AMD Socket AM4	14 nm	3500&nbsp;MHz	35.0x	96K / 512K / 16384K	65W	Apr 2017	1309	
CPU		Intel	Xeon E3-1505M v6	75	74.2	303	http://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz											20520	
CPU		Intel	Xeon E3-1240 v3	76	74	444	http://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz	Xeon E3-1240 v3	Haswell-WS	4  / 8	Intel Socket 1150	22 nm	3400&nbsp;MHz	34.0x	64K / 256K / 8192K	80W	Jun 2013	2180	
CPU	BX80637I73770K	Intel	Core i7-3770K	77	73.9	32915	http://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317	Core i7-3770K	Ivy Bridge	4  / 8	Intel Socket 1155	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 8192K	77W	Apr 2012	2898	
CPU		Intel	Core i7-4790S	78	73.7	1916	http://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz	Core i7-4790S	Haswell	4  / 8	Intel Socket 1150	22 nm	3100&nbsp;MHz	31.0x	64K / 256K / 8192K	65W	May 2014	25910	
CPU		Intel	Core i5-6600T	79	73.7	106	http://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz												
CPU		Intel	Xeon E5-2687W 0	80	73.6	144	http://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz												
CPU	CM8066201920202	Intel	Core i7-6700T	81	73.5	1249	http://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz	Core i7-6700T	Skylake	4  / 8	Intel Socket 1151	14 nm	2800&nbsp;MHz	28.0x	64K / 256K / 8192K	35W	Sep 2015	11460	
CPU	BX80633I74820K	Intel	Core i7-4820K	82	73.4	4193	http://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675	Core i7-4820K	Ivy Bridge-E	4  / 8	Intel Socket 2011	22 nm	3700&nbsp;MHz	37.0x	64K / 256K / 10240K	130W	Sep 2013	2538	
CPU	BX80677I57400	Intel	Core i5-7400	83	73.4	11560	http://cpu.userbenchmark.com/Intel-Core-i5-7400/Rating/3886	Core i5-7400	Kaby Lake	4 	Intel Socket 1151	14 nm	3000&nbsp;MHz	30.0x	64K / 256K / 6144K	65W	Jan 2017	1190	
CPU		Intel	Core i5-4670S	84	73.1	135	http://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz	Core i5-4670S	Haswell	4 	Intel Socket 1150	22 nm	3100&nbsp;MHz	31.0x	64K / 256K / 6144K	65W	Jun 2013		
CPU		Intel	Xeon E3-1270 v3	85	73.1	168	http://cpu.userbenchmark.com/SpeedTest/11395/IntelR-XeonR-CPU-E3-1270-v3---350GHz	Xeon E3-1270 v3	Haswell-WS	4  / 8	Intel Socket 1150	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 8192K	80W	Jun 2013		
CPU	BX80646E31231V3	Intel	Xeon E3-1231 v3	86	73	4444	http://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz												
CPU	BX80646I54590	Intel	Core i5-4590	87	73	18897	http://cpu.userbenchmark.com/Intel-Core-i5-4590/Rating/2604	Core i5-4590	Haswell	4 	Intel Socket 1150	22 nm	3200&nbsp;MHz	32.0x	64K / 256K / 6144K	84W	May 2014	1440	
CPU		Intel	Xeon E3-1226 v3	88	73	325	http://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz												
CPU	BX80623I52500K	Intel	Core i5-2500K	89	72.9	39564	http://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619	Core i5-2500K	Sandy Bridge	4 	Intel Socket 1155	32 nm	3300&nbsp;MHz	33.0x	64K / 256K / 6144K	95W	Jan 2011	1660	
CPU	BX80662I56500	Intel	Core i5-6500	90	72.8	41906	http://cpu.userbenchmark.com/Intel-Core-i5-6500/Rating/3513	Core i5-6500	Skylake	4 	Intel Socket 1151	14 nm	3200&nbsp;MHz	32.0x	64K / 256K / 6144K	65W	Jul 2015	7369	
CPU		Intel	Xeon E3-1245 v3	91	72.8	325	http://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz	Xeon E3-1245 v3	Haswell-WS	4  / 8	Intel Socket 1150	22 nm	3400&nbsp;MHz	34.0x	64K / 256K / 8192K	84W	Jun 2013		
CPU	BX80646I54570	Intel	Core i5-4570	92	72.3	15730	http://cpu.userbenchmark.com/Intel-Core-i5-4570/Rating/2770	Core i5-4570R	Haswell	4 	Intel BGA1364	22 nm	2700&nbsp;MHz	27.0x	64K / 256K / 4096K	65W	Jun 2013	1539	
CPU		Intel	Core i5-2550K	93	72.1	639	http://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz	Core i5-2550K	Sandy Bridge	4 	Intel Socket 1155	32 nm	3400&nbsp;MHz	34.0x	64K / 256K / 6144K	95W	Jan 2012		
CPU		Intel	Core i7-4770S	94	72.1	1943	http://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz	Core i7-4770S	Haswell	4  / 8	Intel Socket 1150	22 nm	3100&nbsp;MHz	31.0x	64K / 256K / 8192K	65W	Jun 2013	2319	
CPU	BX80623I72700K	Intel	Core i7-2700K	95	71.7	4047	http://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985	Core i7-2700K	Sandy Bridge	4  / 8	Intel Socket 1155	32 nm	3500&nbsp;MHz	35.0x	64K / 256K / 8192K	95W	Oct 2011	2399	
CPU	BX80623I72600K	Intel	Core i7-2600K	96	71.6	33010	http://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621	Core i7-2600K	Sandy Bridge	4  / 8	Intel Socket 1155	32 nm	3400&nbsp;MHz	34.0x	64K / 256K / 8192K	95W	Jan 2011	2260	
CPU	BX80646E31230V3	Intel	Xeon E3-1230 v3	97	71.3	1516	http://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz	Xeon E3-1230 v3	Haswell-WS	4  / 8	Intel Socket 1150	22 nm	3300&nbsp;MHz	33.0x	64K / 256K / 8192K	80W	Jun 2013	1950	
CPU		Intel	Core i7-4940MX	98	71.2	344	http://cpu.userbenchmark.com/SpeedTest/9756/IntelR-CoreTM-i7-4940MX-CPU---310GHz	Core i7-4940MX	Haswell	4  / 8	Intel Socket G3	22 nm	3100&nbsp;MHz	31.0x	64K / 256K / 8192K	57W	Jan 2014		
CPU		Intel	Xeon E3-1270 V2	99	71.1	241	http://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz	Xeon E3-1270 v2	Ivy Bridge	4  / 8	Intel Socket 1155	22 nm	3500&nbsp;MHz	35.0x	64K / 256K / 8192K	69W	May 2012		
