CPU-Score	CPU-Cache L1	CPU-Socket	CPU-Cache L3	CPU-Cache L2	CPU-Samples	CPU-Process	CPU-Brand	CPU-Cores	CPU-Type	CPU-URL	CPU-Clock	CPU-Part Number	CPU-Codename	CPU-Multi	CPU-Price	CPU-TDP	CPU-Released	CPU-Name	GPU-L2 Cache	GPU-Shader Processing Units	GPU-Process	GPU-Samples	GPU-Website	GPU-Brand	GPU-Direct X	GPU-Release Price	GPU-TMUs	GPU-PSU	GPU-ROPs	GPU-Max Power	GPU-Texture Rate	GPU-Memory	GPU-GD RATING	GPU-BenchmarkURL	GPU-Core Speed	GPU-Name	GPU-Pixel Rate	GPU-Memory Bandwidth	GPU-Shader	GPU-Name2	GPU-Power Connector	GPU-Type	GPU-Architecture	GPU-Benchmark	GPU-Memory Speed	GPU-Open GL	GPU-Memory Bus	GPU-Memory Type	GAME-Rec-DX	GAME-Website	GAME-Theme	GAME-Min-DX	GAME-Rec-Ram	GAME-Min-CPU0	GAME-Release Date2	GAME-Min-CPU1	GAME-Release Date0	GAME-Release Date1	GAME-Min-GPU1	GAME-Min-GPU0	GAME-Name	GAME-Min-VRam	GAME-Rec-CPU1	GAME-Min-OS	GAME-Rec-CPU0	GAME-Rec-GPU1	GAME-Min-Ram	GAME-Rec-GPU0	GAME-Type	GAME-Rec-OS	GAME-Rec-VRam	GAME-Genre1	GAME-Genre0	Res-Height	Res-Width	FPS_Id	Game-Setting	FPS	Ram	
64.8	64	Intel Socket 1150	6144	256	14263	22	Intel	4	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993	3100	BX80646I54440	Haswell	31	1200	84	Sep 2013	Core i5-4440	2048	1280	16	175090	http://www.game-debate.com/hardware/index.php?gid=3611&graphics=GeForce%20GTX%201060%20Zotac%20Mini%206GB	PNY	12.1	318	80	400 Watt  27 Amps	48	120	137	6144	0	http://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639	1506	GeForce GTX 1060 Zotac Mini 6GB	82	192.2	5	PNY GTX 1060 6GB	1x 6-pin 	GPU-Config	Pascal P106-400-A1 	72	2002	4.5	192	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1080	1920	8072-35	Ultra	60	8	
78	64	Intel Socket 1150	8192	256	36903	22	Intel	4	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293	3500	BX80646I74790	Haswell	35	2799	84	May 2014	Core i7-4790	2048	1920	16	199237	http://www.game-debate.com/hardware/index.php?gid=3586&graphics=GeForce%20GTX%201070%20MSI%20Gaming%20X%208GB%20Edition	Nvidia	12.1	450	120	500 Watt  33 Amps	64	150	216	8192	0	http://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609	1607	GeForce GTX 1070 MSI Gaming X 8GB Edition	115	259.5	5	PNY GTX 1070 8GB Founders Edition	1x 6-pin + 1x 8-pin 	GPU-Config	Pascal P104-200-A1 	98.4	2027	4.5	256	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1080	1920	8072-37	Ultra	60	16	
89.2	64	Intel Socket 1151	6144	256	89081	14	Intel	6	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503	3500	BX80662I56600K	Skylake	35	1745	95	Jul 2015	Core i5-6600K	2048	2304	14	70036	http://www.game-debate.com/hardware/index.php?gid=3752&graphics=Radeon%20RX%20480%20Sapphire%20Nitro+%208GB	AMD	12	260	144	500 Watt  33 Amps	32	150	193	8192	0	http://gpu.userbenchmark.com/AMD-RX-480/Rating/3634	1208	Radeon RX 480 Sapphire Nitro+ 8GB	43	256	5	Sapphire RX 480 4GB	1x 8-pin 	GPU-Config	GCN 1.3 Ellesmere XT 	64.5	2000	4.5	256	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1080	1920	8072-41	Ultra	60	8	
73.9	64	Intel Socket 1155	8192	256	32915	22	Intel	4	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317	3500	BX80637I73770K	Ivy Bridge	35	2898	77	Apr 2012	Core i7-3770K	2048	2048	28	67467	http://www.game-debate.com/hardware/index.php?gid=2463&graphics=GeForce%20GTX%20980%20MSI%20Gaming%204GB%20Edition	MSI	12.1	579.99	128	500 Watt  42 Amps	64	165	169	4096	0	http://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439	1216	GeForce GTX 980 MSI Gaming 4GB Edition	84	224.4	5	MSI GTX 980 Ti 6GB Gaming	2x 8-pin 	GPU-Config	Maxwell GM204-400-A1 	98.8	1753	4.5	256	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1080	1920	8072-42	Ultra	60	16	
89.2	64	Intel Socket 1151	6144	256	89081	14	Intel	6	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503	3500	BX80662I56600K	Skylake	35	1745	95	Jul 2015	Core i5-6600K	2048	1920	16	5594	http://www.game-debate.com/hardware/index.php?gid=3585&graphics=GeForce%20GTX%201070%20Asus%20ROG%20Strix%20Gaming%20OC%208GB%20Edition	Asus	12.1		120	500 Watt  33 Amps	64	150	223	8192	0	http://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943	1657	GeForce GTX 1070 Asus ROG Strix Gaming OC 8GB Edition	119	256.3	5	Asus GTX 1070 Ti 8GB ROG Strix Gaming	1x 8-pin 	GPU-Config	Pascal P104-200-A1 	115	2002	4.5	256	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1080	1920	8072-43	Ultra	60	24	
73	64	Intel Socket 1150	6144	256	18897	22	Intel	4	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-4590/Rating/2604	3200	BX80646I54590	Haswell	32	1440	84	May 2014	Core i5-4590	1024	1024	28	103842	http://www.game-debate.com/hardware/index.php?gid=2820&graphics=GeForce%20GTX%20960%20EVGA%20FTW%20ACX%202.0+%202GB%20Edition	EVGA	12.1	229.99	64	400 Watt  29 Amps	32	120	87	2048	8	http://gpu.userbenchmark.com/Nvidia-GTX-960/Rating/3165	1304	GeForce GTX 960 EVGA FTW ACX 2.0+ 2GB Edition	44	112.2	5	EVGA GTX 960 4GB FTW GAMING ACX 2.0+	1x 6-pin 	GPU-Config	Maxwell GM206-300-A1 	39.7	1753	4.5	128	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1080	1920	8072-5	Ultra	60	8	
80.4	96	AMD Socket AM4	16384	512	27678	14	AMD	6	CPU-Config	http://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919	3200	YD1600BBAEBOX	Zen	32	1585	65	Jun 2017	Ryzen 5 1600	1024	1024	14	954	http://www.game-debate.com/hardware/index.php?gid=3984&graphics=Radeon%20RX%20560%20PowerColor%20Red%20Dragon%20V3%204GB	Nvidia	12	129.99	64	450 Watt	16	80	82	4096	9	http://gpu.userbenchmark.com/SpeedTest/8215/NVIDIA-GeForce-GTX-560-Ti	1180	Radeon RX 560 PowerColor Red Dragon V3 4GB	20	112		GTX 560 Ti (448 Core LE)	None 	GPU-Config	GCN 1.3 Baffin XT 	25.3	1750	4.5	128	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1080	1920	8072-6	Ultra	60	8	
50.9	64	Intel Socket 1151	6144	256	13022	14	Intel	4	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-750/Rating/2773	3400	BX80605I5750	Kaby Lake	34	1340	65	Jan 2017	Core i5-750	768	2048	28	36716	http://www.game-debate.com/hardware/index.php?gid=1894&graphics=Radeon%20R9%20280X%20Sapphire%20Dual-X%203GB%20OC%20Edition	Sapphire	12		128		32	250	131	3072	9	http://gpu.userbenchmark.com/AMD-R9-280X/Rating/2192	870	Radeon R9 280X Sapphire Dual-X 3GB OC Edition	33	288	5	Sapphire R9 280X 3GB Dual-X OC	None 	GPU-Config	GCN 1.0 Tahiti XTL 	46	1500	4.4	384	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	1050	1680	8072-7	High	54	6	
38.6	64	Intel Socket 1150	3072	256	3649	22	Intel	2	CPU-Config	http://cpu.userbenchmark.com/Intel-Pentium-G3220/Rating/1967	3000	BX80646G3220	Haswell	30	520	54	Sep 2013	Pentium G3220	256	96	40	742	http://www.game-debate.com/hardware/index.php?gid=3529&graphics=GeForce%20GT%20730%20v3%20MSI%204GB%20Edition	Nvidia	12		16	300 Watt  18 Amps	4	49	11	4096	2	http://gpu.userbenchmark.com/SpeedTest/8767/NVIDIA-GeForce-7300-SE7200-GS	700	GeForce GT 730 v3 MSI 4GB Edition	3	16	5	GeForce 7300 SE	None 	GPU-Config	Fermi GF108-400-A1 	0.07	500	4.5	128	DDR3	11	http://www.game-debate.com/games/index.php?g_id=8072&game=Resident%20Evil%207	Horror	11	8	Core i5-4460 3.2GHz	Jan-24-2017	FX-6300	Jan-24-2017	Jan-24-2017	Radeon R7 260X v3	GeForce GTX 760	Resident Evil 7	2	FX-9590	Win 7 64	Core i7-3770 4-Core 3.4GHz	Radeon R9 280X	8	GeForce GTX 960 2GB	Game-Info	Win 7 64	2	Action	Shooter	900	1600	8072-8	Low	20	8	
69.2	96	AMD Socket AM4	8192	512	1936	14	AMD	4	CPU-Config	http://cpu.userbenchmark.com/AMD-Ryzen-3-1200/Rating/3931	3100	YD1200BBAEBOX	Zen	31	850	65	Jun 2017	Ryzen 3 1200	1024	1024	14	4470	http://www.game-debate.com/hardware/index.php?gid=3962&graphics=Radeon%20RX%20560%202GB	AMD	12	149	64	450 Watt	16	80	82	2048	9	http://gpu.userbenchmark.com/AMD-RX-560/Rating/3926	1175	Radeon RX 560 2GB	20	112		RX 560	None 	GPU-Config	GCN 1.3 Baffin XT 	31.4	1750	4.5	128	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=35295&game=Fate/Extella:%20The%20Umbral%20Star	Fantasy	11	8	Core i5-3570 3.4GHz	Jul-25-2017	Phenom II X6 1090T	Jul-25-2017	Jul-25-2017	Radeon HD 5770 1024MB	GeForce GTX 550 Ti	Fate/Extella: The Umbral Star	1	APU A8-6500 Quad-Core	Win 7 64	Core i5-6400 2.7GHz	Radeon R7 360	4	GeForce GTX 950 2GB	Game-Info	Win 7 64	2		Action	1080	1920	35295-0	High	59	8	
89.2	64	Intel Socket 1151	6144	256	89081	14	Intel	6	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503	3500	BX80662I56600K	Skylake	35	1745	95	Jul 2015	Core i5-6600K	768	3584	16	69892	http://www.game-debate.com/hardware/index.php?gid=3843&graphics=GeForce%20GTX%201080%20Ti%20Gigabyte%20AORUS%20Xtreme%20Edition%2011GB	Gigabyte	12.1		56	600 Watt  42 Amps	22	220	386	11264	0	http://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918	1607	GeForce GTX 1080 Ti Gigabyte AORUS Xtreme Edition 11GB	151	494.2	5	Gigabyte GTX 1080 Ti 11GB AORUS Xtreme	1x 6-pin + 1x 8-pin 	GPU-Config	Pascal P102 	156	1404	4.5	88	GDDR5X	9	http://www.game-debate.com/games/index.php?g_id=24048&game=Football%20Manager%202017	Realism	9	4	Pentium 4 3.40GHz	Nov-04-2016	Athlon XP 3200+	Nov-04-2016	Nov-04-2016	Radeon 9800 Pro	GeForce 8600 GT	Football Manager 2017	128	Phenom II X3 700e	Win 7 32	Core 2 Duo E8300 2.83GHz	Radeon R7 7650K	2	GeForce GT 640	Game-Info	Win 7 64		Management	Sport	1440	2560	24048-1	Ultra	140	16	
89.2	64	Intel Socket 1151	6144	256	89081	14	Intel	6	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503	3500	BX80662I56600K	Skylake	35	1745	95	Jul 2015	Core i5-6600K	2048	2560	16	69892	http://www.game-debate.com/hardware/index.php?gid=3573&graphics=GeForce%20GTX%201080%20Asus%20ROG%20Strix%20Gaming%20OC%208GB%20Edition	Asus	12.1	829	160	500 Watt  33 Amps	64	300	310	8192	0	http://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918	1784	GeForce GTX 1080 Asus ROG Strix Gaming OC 8GB Edition	124	320.3	5	Asus GTX 1080 Ti 11GB ROG Strix OC	1x 6-pin + 1x 8-pin 	GPU-Config	Pascal P104-400-A1 	156	1251	4.5	256	GDDR5X	11	http://www.game-debate.com/games/index.php?g_id=23551&game=Dragon%20Age:%20Inquisition%20-%20Trespasser	Fantasy	10	8	Core 2 Quad Q6400 2.13GHz	Sep-08-2015	Athlon II X4 6400e	Sep-08-2015	Sep-08-2015	Radeon HD 4870	GeForce 8800 GT	Dragon Age: Inquisition - Trespasser	512	FX-6100	Win 7 64	Core i5-3330 3.0GHz	Radeon HD 7870	4	GeForce GTX 660	Game-Info	Win 7 64	2		RPG	1200	1920	23551-0	Ultra	70	16	
96.1	64	Intel Socket 1151	6144	256	27370	14	Intel	6	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885	3800	BX80677I57600K	Kaby Lake	38	1745	91	Jan 2017	Core i5-7600K	2048	1920	16	199237	http://www.game-debate.com/hardware/index.php?gid=3591&graphics=GeForce%20GTX%201070%20MSI%20Armor%20OC%208GB%20Edition	Nvidia	12.1		120	500 Watt  33 Amps	64	150	210	8192	0	http://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609	1556	GeForce GTX 1070 MSI Armor OC 8GB Edition	112	256.3	5	MSI GTX 1070 Founders Edition	1x 8-pin 	GPU-Config	Pascal P104-200-A1 	98.4	2002	4.5	256	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=23832&game=Transport%20Fever	Realism	11	8	Core 2 Duo E6850 3.0GHz	Nov-08-2016	Athlon 64 X2 Dual Core 6400+	Nov-08-2016	Nov-08-2016	Radeon HD 5670 1GB DDR3	GeForce GTX 260	Transport Fever	896	Athlon X4 880K	Win 7 64	Core i5-2400S 2.5GHz	Radeon R9 290	4	GeForce GTX 970 4GB	Game-Info	Win 10 64	4	Management	Strategy	1080	1920	23832-0	Ultra	80	8	
48.8	384	AMD Socket AM3+	8192	8192	8167	32	AMD	4	CPU-Config	http://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985	3200	FD832EWMHKBOX	Vishera	16	0	95	Sep 2014	FX-8320E	0	2304	14	14487	http://www.game-debate.com/hardware/index.php?gid=3899&graphics=Radeon%20RX%20580%20Gigabyte%20Aorus%208GB	MSI	12	185	72	500 Watt  33 Amps	16	150	199	8192	0	http://gpu.userbenchmark.com/AMD-RX-580/Rating/3923	1257	Radeon RX 580 Gigabyte Aorus 8GB	44	256	5	MSI RX 580  4G Armor OC	1x 8-pin 	GPU-Config	GCN 1.3 Polaris 20 XTX 	69.1	2000	4.5	128	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	768	1366	1712-0	Ultra	60	8	
70.9	64	Intel Socket 1155	6144	256	12576	22	Intel	4	CPU-Config	http://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz	3400		Ivy Bridge	34	1999	77	Jun 2012	Core i5-3570	512	1280	28	31036	http://www.game-debate.com/hardware/index.php?gid=1900&graphics=Radeon%20R9%20270X%20Sapphire%20Dual-X%202GB%20OC%20Edition	Sapphire	12		80	500 Watt	32	180	86	2048	8	http://gpu.userbenchmark.com/AMD-R9-270X/Rating/2188	1020	Radeon R9 270X Sapphire Dual-X 2GB OC Edition	34	179.2	5	Sapphire R9 270X 4GB Dual-X Boost OC	None 	GPU-Config	GCN 1.1 Curacao XT 	36.3	1400	4.4	256	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	1080	1920	1712-10	Ultra	54	12	
52.8	64	Intel Socket 1150	3072	256	8141	22	Intel	2	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i3-4160/Rating/2816	3600	BX80646I34160	Haswell	36	820	54	Jul 2014	Core i3-4160	1024	768	16	81473	http://www.game-debate.com/hardware/index.php?gid=3768&graphics=GeForce%20GTX%201050%20Ti%20Zotac%20OC%20Edition%204GB	Asus	12.1	150	48	300 Watt  27 Amps	32	75	72	4096	9	http://gpu.userbenchmark.com/Nvidia-GTX-1050-Ti/Rating/3649	1392	GeForce GTX 1050 Ti Zotac OC Edition 4GB	48	112.1	5	Asus GTX 1050 Ti 4GB Expedition	None 	GPU-Config	Pascal P107 	39.1	1752	4.5	128	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	768	1366	1712-11	High	60	8	
83.5	96	AMD Socket AM4	16384	512	22589	14	AMD	8	CPU-Config	http://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917	3400	YD1700BBAEBOX	Zen	34	2280	95	Jun 2017	Ryzen 7 1700	2048	1280	16	62142	http://www.game-debate.com/hardware/index.php?gid=3613&graphics=GeForce%20GTX%201060%20Asus%20ROG%20Strix%20Gaming%20OC%206GB%20Edition	EVGA	12.1		80	400 Watt  27 Amps	48	120	150	6144	0	http://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646	1645	GeForce GTX 1060 Asus ROG Strix Gaming OC 6GB Edition	90	194.6	5	EVGA GTX 1060 3GB SC Gaming	1x 6-pin 	GPU-Config	Pascal P106-400-A1 	66.4	2027	4.5	192	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	1080	1920	1712-12	Ultra	100	64	
91.7	64	Intel Socket 1151	8192	256	154149	14	Intel	4	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502	4000	BX80662I76700K	Skylake	40	2430	95	Aug 2015	Core i7-6700K	2048	1920	16	5594	http://www.game-debate.com/hardware/index.php?gid=3583&graphics=GeForce%20GTX%201070%20Gigabyte%20G1%20Gaming%208GB%20Edition	MSI	12.1		120	500 Watt  33 Amps	64	150	219	8192	0	http://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943	1620	GeForce GTX 1070 Gigabyte G1 Gaming 8GB Edition	117	256.3	5	MSI GTX 1070 Ti 8GB Gaming	1x 8-pin 	GPU-Config	Pascal P104-200-A1 	115	2002	4.5	256	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	1080	1920	1712-16	Ultra	140	16	
75.6	64	Intel Socket 1155	6144	256	43688	22	Intel	4	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316	3400	BX80637I53570K	Ivy Bridge	34	1999	77	Apr 2012	Core i5-3570K	2048	1280	16	175090	http://www.game-debate.com/hardware/index.php?gid=3615&graphics=GeForce%20GTX%201060%20EVGA%20SC%20GAMING%206GB	PNY	12.1		80	400 Watt  27 Amps	48	120	147	6144	0	http://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639	1607	GeForce GTX 1060 EVGA SC GAMING 6GB	88	192.2	5	PNY GTX 1060 6GB	1x 6-pin 	GPU-Config	Pascal P106-400-A1 	72	2002	4.5	192	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	1440	2560	1712-17	Ultra	83	16	
47.7	288	AMD Socket AM3+	8192	6144	57468	32	AMD	2	CPU-Config	http://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555	3500	FD6300WMHKBOX	Vishera	17.5	720	95	Oct 2012	FX-6300	1024	768	28	31061	http://www.game-debate.com/hardware/index.php?gid=3252&graphics=GeForce%20GTX%20950%20Palit%20StormX%20Dual%20OC%202GB%20Edition	MSI	12.1		48	350 Watt  23 Amps	32	90	60	2048	8	http://gpu.userbenchmark.com/Nvidia-GTX-950/Rating/3510	1064	GeForce GTX 950 Palit StormX Dual OC 2GB Edition	40	105.8	5	MSI GTX 950 2GB OC	1x 6-pin 	GPU-Config	Maxwell GM206-250 	33.2	1653	4.5	128	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	900	1600	1712-18	Medium	60	8	
108	64	Intel Socket 2066	11264	1024	1877	14	Intel	8	CPU-Config	http://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928	3600	BX80673I77820X	Skylake-X	36	4399	140	Jun 2017	Core i7-7820X	768	3584	16	69892	http://www.game-debate.com/hardware/index.php?gid=3857&graphics=GeForce%20GTX%201080%20Ti%20PNY%20Founders%20Edition%2011GB	Nvidia	12.1		56	600 Watt  42 Amps	22	220	354	11264	0	http://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918	1480	GeForce GTX 1080 Ti PNY Founders Edition 11GB	139	484.4	5	MSI GTX 1080 Ti 11GB Founders Edition	1x 6-pin + 1x 8-pin 	GPU-Config	Pascal P102 	156	1376	4.5	88	GDDR5X	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	1440	2560	1712-2	Ultra	144	32	
57.7	384	AMD Socket AM3+	8192	8192	8954	32	AMD	4	CPU-Config	http://cpu.userbenchmark.com/AMD-FX-8370/Rating/2983	4000	FD8370FRHKBOX	Vishera	20	1250	125	Sep 2014	FX-8370	768	1792	28	36716	http://www.game-debate.com/hardware/index.php?gid=2250&graphics=Radeon%20R9%20280%20Sapphire%20Dual-X%20OC%203GB%20Edition	Sapphire	12		112	500 Watt	32	200	105	3072	8	http://gpu.userbenchmark.com/AMD-R9-280X/Rating/2192	850	Radeon R9 280 Sapphire Dual-X OC 3GB Edition	30	240	5	Sapphire R9 280X 3GB Dual-X OC	None 	GPU-Config	GCN 1.0 Tahiti PRO2 	46	1250	4.4	384	GDDR5	11	http://www.game-debate.com/games/index.php?g_id=1712&game=Prey%20(2017)	Sci fi	11	16	Core i5-2400 3.1GHz	May-05-2017	FX-8320	May-05-2017	May-05-2017	Radeon HD 7850	GeForce GTX 660	Prey (2017)	2	FX-8320	Win 7 64	Core i7-2600K 4-Core 3.40GHz	Radeon R9 290	8	GeForce GTX 970 4GB	Game-Info	Win 7 64	4	RPG	Shooter	1080	1920	1712-20	Ultra	60	8	
